source,target,weight
MGYP001585183848,MGYP001585183848,1.0
MGYP000239480070,MGYP000239480070,1.0
MGYP003106355214,MGYP003106355214,1.0
MGYP003106355214,MGYP003591021545,0.433
MGYP003106355214,MGYP000182035649,0.406
MGYP003591021545,MGYP003591021545,1.0
MGYP000182035649,MGYP000182035649,1.0
MGYP004472948153,MGYP004472948153,1.0
MGYP003562691867,MGYP003562691867,1.0
MGYP003562691867,MGYP000918830222,0.442
MGYP000918830222,MGYP000918830222,1.0
MGYP000267942812,MGYP000267942812,1.0
MGYP000719522305,MGYP000719522305,1.0
MGYP003220515733,MGYP003220515733,1.0
MGYP002611272774,MGYP002611272774,1.0
MGYP000775673009,MGYP000775673009,1.0
MGYP000229914253,MGYP000229914253,1.0
MGYP003442465521,MGYP003442465521,1.0
MGYP000561582608,MGYP000561582608,1.0
MGYP001577327745,MGYP001577327745,1.0
MGYP003327433136,MGYP003327433136,1.0
MGYP005756312649,MGYP005756312649,1.0
MGYP001284439127,MGYP001284439127,1.0
MGYP005695144907,MGYP005695144907,1.0
MGYP003555238542,MGYP003555238542,1.0
MGYP003352816499,MGYP003352816499,1.0
MGYP002652204517,MGYP002652204517,1.0
MGYP002700771066,MGYP002700771066,1.0
MGYP001364689955,MGYP001364689955,1.0
MGYP005768951291,MGYP005768951291,1.0
MGYP003590893978,MGYP003590893978,1.0
MGYP000073614570,MGYP000073614570,1.0
MGYP000024188046,MGYP000024188046,1.0
MGYP006319998593,MGYP006319998593,1.0
MGYP000095945927,MGYP000095945927,1.0
MGYP004706939833,MGYP004706939833,1.0
MGYP006270410685,MGYP006270410685,1.0
MGYP005865991629,MGYP005865991629,1.0
MGYP001356351801,MGYP001356351801,1.0
MGYP000701821183,MGYP000701821183,1.0
MGYP000760903384,MGYP000760903384,1.0
MGYP002623270629,MGYP002623270629,1.0
MGYP001460279633,MGYP001460279633,1.0
MGYP001460279633,MGYP001315600641,0.723
MGYP001460279633,MGYP003700630643,0.604
MGYP001315600641,MGYP001315600641,1.0
MGYP003700630643,MGYP003700630643,1.0
MGYP001325125327,MGYP001325125327,1.0
MGYP003384779051,MGYP003384779051,1.0
MGYP000663317408,MGYP000663317408,1.0
MGYP004580197813,MGYP004580197813,1.0
MGYP001238972500,MGYP001238972500,1.0
MGYP002247333668,MGYP002247333668,1.0
MGYP002247333668,MGYP004549090525,0.419
MGYP004549090525,MGYP004549090525,1.0
MGYP000208413396,MGYP000208413396,1.0
MGYP001132565250,MGYP001132565250,1.0
MGYP001132565250,MGYP003515581401,0.442
MGYP003515581401,MGYP003515581401,1.0
MGYP003655033130,MGYP003655033130,1.0
MGYP001207060575,MGYP001207060575,1.0
MGYP000379049051,MGYP000379049051,1.0
MGYP005765852143,MGYP005765852143,1.0
MGYP005660184583,MGYP005660184583,1.0
MGYP004007683371,MGYP004007683371,1.0
MGYP000875441042,MGYP000875441042,1.0
MGYP001126216709,MGYP001126216709,1.0
MGYP003430466765,MGYP003430466765,1.0
MGYP001552815068,MGYP001552815068,1.0
MGYP001591380093,MGYP001591380093,1.0
MGYP006059683925,MGYP006059683925,1.0
MGYP000956556753,MGYP000956556753,1.0
MGYP001486091838,MGYP001486091838,1.0
MGYP000809345005,MGYP000809345005,1.0
MGYP001125394750,MGYP001125394750,1.0
MGYP001125394750,MGYP000530211181,0.638
MGYP000530211181,MGYP006248185441,0.526
MGYP000530211181,MGYP000530211181,1.0
MGYP000530211181,MGYP001411158083,0.638
MGYP003433143686,MGYP003433143686,1.0
MGYP003583019907,MGYP003583019907,1.0
MGYP001407270747,MGYP001407270747,1.0
MGYP002508653552,MGYP002508653552,1.0
MGYP005846547863,MGYP005846547863,1.0
MGYP000854365816,MGYP000854365816,1.0
MGYP001525772237,MGYP001525772237,1.0
MGYP000989239040,MGYP000989239040,1.0
MGYP004510276311,MGYP004510276311,1.0
MGYP000934302129,MGYP000934302129,1.0
MGYP001499308284,MGYP001499308284,1.0
MGYP000783840025,MGYP000783840025,1.0
MGYP003331726894,MGYP003331726894,1.0
MGYP006118430681,MGYP006118430681,1.0
MGYP000771384992,MGYP000771384992,1.0
MGYP000966423689,MGYP000966423689,1.0
MGYP000870317853,MGYP000870317853,1.0
MGYP000036672694,MGYP000036672694,1.0
MGYP005866231047,MGYP005866231047,1.0
MGYP006145363521,MGYP006145363521,1.0
MGYP003988425553,MGYP003988425553,1.0
MGYP002350450372,MGYP002350450372,1.0
MGYP002350450372,MGYP001740796319,0.403
MGYP001125877674,MGYP001125877674,1.0
MGYP001743771578,MGYP001743771578,1.0
MGYP001339796337,MGYP001339796337,1.0
MGYP003538629745,MGYP003538629745,1.0
MGYP001789970962,MGYP001789970962,1.0
MGYP002040203000,MGYP002040203000,1.0
MGYP000347717177,MGYP000347717177,1.0
MGYP005699283381,MGYP005699283381,1.0
MGYP003461233807,MGYP003461233807,1.0
MGYP006153512795,MGYP006153512795,1.0
MGYP001336005846,MGYP001336005846,1.0
MGYP003391591173,MGYP003391591173,1.0
MGYP001550362212,MGYP001550362212,1.0
MGYP000812345846,MGYP000812345846,1.0
MGYP000812345846,MGYP001217353469,0.557
MGYP001217353469,MGYP001217353469,1.0
MGYP001509925770,MGYP001509925770,1.0
MGYP004594624523,MGYP004594624523,1.0
MGYP003956855803,MGYP003956855803,1.0
MGYP001615507322,MGYP001615507322,1.0
MGYP001221050763,MGYP001221050763,1.0
MGYP001221050763,MGYP001105970522,0.468
MGYP001105970522,MGYP001105970522,1.0
MGYP000287515861,MGYP000287515861,1.0
MGYP003173576421,MGYP003173576421,1.0
MGYP000329772544,MGYP000329772544,1.0
MGYP000513398923,MGYP000513398923,1.0
MGYP000794296934,MGYP000794296934,1.0
MGYP001242716583,MGYP001242716583,1.0
MGYP003554302161,MGYP003554302161,1.0
MGYP004645377669,MGYP004645377669,1.0
MGYP001051205842,MGYP001051205842,1.0
MGYP001359202649,MGYP001359202649,1.0
MGYP005999101173,MGYP005999101173,1.0
MGYP001550544176,MGYP001550544176,1.0
MGYP006089925809,MGYP006089925809,1.0
MGYP005746931009,MGYP005746931009,1.0
MGYP002063111521,MGYP002063111521,1.0
MGYP000732841872,MGYP000732841872,1.0
MGYP001555047832,MGYP001555047832,1.0
MGYP000763059932,MGYP000763059932,1.0
MGYP000891769378,MGYP000891769378,1.0
MGYP002738027151,MGYP002738027151,1.0
MGYP003503893730,MGYP003503893730,1.0
MGYP005777835099,MGYP005777835099,1.0
MGYP003333047182,MGYP003333047182,1.0
MGYP003308168030,MGYP003308168030,1.0
MGYP000885575494,MGYP000885575494,1.0
MGYP000184655620,MGYP000184655620,1.0
MGYP002555752264,MGYP002555752264,1.0
MGYP003316872359,MGYP003316872359,1.0
MGYP001112707876,MGYP001112707876,1.0
MGYP001112707876,MGYP003608437567,0.403
MGYP003608437567,MGYP003608437567,1.0
MGYP001087627256,MGYP004591452383,0.442
MGYP001087627256,MGYP001087627256,1.0
MGYP000634837981,MGYP000634837981,1.0
MGYP000594527849,MGYP000594527849,1.0
MGYP001828820006,MGYP001828820006,1.0
MGYP002630665285,MGYP002630665285,1.0
MGYP001282321426,MGYP001282321426,1.0
MGYP003608661825,MGYP003608661825,1.0
MGYP004694691599,MGYP004694691599,1.0
MGYP001013245648,MGYP001013245648,1.0
MGYP006244914661,MGYP006244914661,1.0
MGYP002763361965,MGYP002763361965,1.0
MGYP000708029169,MGYP000708029169,1.0
MGYP006107381017,MGYP006107381017,1.0
MGYP005644182577,MGYP005644182577,1.0
MGYP001472827915,MGYP001472827915,1.0
MGYP003952013381,MGYP003952013381,1.0
MGYP001554312648,MGYP001554312648,1.0
MGYP000399890463,MGYP000399890463,1.0
MGYP002177883708,MGYP002177883708,1.0
MGYP003995548661,MGYP003995548661,1.0
MGYP001385762436,MGYP001385762436,1.0
MGYP000836705406,MGYP000836705406,1.0
MGYP000831469645,MGYP000831469645,1.0
MGYP001180999663,MGYP001180999663,1.0
MGYP000617110611,MGYP000617110611,1.0
MGYP000989134594,MGYP000989134594,1.0
MGYP000989134594,MGYP000811623793,0.409
MGYP000294364773,MGYP000294364773,1.0
MGYP001059841960,MGYP001059841960,1.0
MGYP001512907854,MGYP001512907854,1.0
MGYP000507731165,MGYP000507731165,1.0
MGYP000316904514,MGYP000316904514,1.0
MGYP003603760164,MGYP003603760164,1.0
MGYP002852126206,MGYP002852126206,1.0
MGYP005723192691,MGYP005723192691,1.0
MGYP005723192691,MGYP000180891678,0.405
MGYP000180891678,MGYP000180891678,1.0
MGYP004424063105,MGYP004424063105,1.0
MGYP000509230052,MGYP000509230052,1.0
MGYP003387534719,MGYP003387534719,1.0
MGYP003473457694,MGYP003473457694,1.0
MGYP002745108512,MGYP002745108512,1.0
MGYP001632724615,MGYP001632724615,1.0
MGYP002633883084,MGYP002633883084,1.0
MGYP000879957141,MGYP000879957141,1.0
MGYP005978796499,MGYP005978796499,1.0
MGYP001255180995,MGYP001255180995,1.0
MGYP003996111321,MGYP003996111321,1.0
MGYP000511943680,MGYP000511943680,1.0
MGYP003169811335,MGYP003169811335,1.0
MGYP000063581282,MGYP000063581282,1.0
MGYP001101910810,MGYP001101910810,1.0
MGYP000643252741,MGYP000643252741,1.0
MGYP000849931062,MGYP000849931062,1.0
MGYP002462023171,MGYP002462023171,1.0
MGYP001183887828,MGYP001183887828,1.0
MGYP003445487634,MGYP003445487634,1.0
MGYP003395915667,MGYP003395915667,1.0
MGYP002245447516,MGYP002245447516,1.0
MGYP005964904425,MGYP005964904425,1.0
MGYP001212373465,MGYP001212373465,1.0
MGYP001212373465,MGYP001472608558,0.531
MGYP001472608558,MGYP001472608558,1.0
MGYP000166611200,MGYP000166611200,1.0
MGYP000069446845,MGYP000069446845,1.0
MGYP005700629891,MGYP005700629891,1.0
MGYP001619616201,MGYP001619616201,1.0
MGYP000854425260,MGYP000854425260,1.0
MGYP003980090277,MGYP003980090277,1.0
MGYP001166763039,MGYP001166763039,1.0
MGYP001166763039,MGYP001355287053,0.896
MGYP001355287053,MGYP001355287053,1.0
MGYP001004318978,MGYP001004318978,1.0
MGYP000356505803,MGYP000356505803,1.0
MGYP003359611361,MGYP003359611361,1.0
MGYP001807425381,MGYP001807425381,1.0
MGYP000229138646,MGYP000229138646,1.0
MGYP000793293594,MGYP000793293594,1.0
MGYP000463854616,MGYP000463854616,1.0
MGYP001573463833,MGYP001573463833,1.0
MGYP003462968316,MGYP003462968316,1.0
MGYP000980242633,MGYP000980242633,1.0
MGYP001424059961,MGYP001424059961,1.0
MGYP001086475210,MGYP001086475210,1.0
MGYP000097703886,MGYP000097703886,1.0
MGYP003486147138,MGYP003486147138,1.0
MGYP001092124783,MGYP001092124783,1.0
MGYP001150993493,MGYP001150993493,1.0
MGYP001021559907,MGYP001021559907,1.0
MGYP001021559907,MGYP001776188379,0.535
MGYP001776188379,MGYP001776188379,1.0
MGYP003619909170,MGYP003619909170,1.0
MGYP006109782985,MGYP006109782985,1.0
MGYP001352090796,MGYP001352090796,1.0
MGYP001508332006,MGYP001508332006,1.0
MGYP000487095644,MGYP000487095644,1.0
MGYP000363759876,MGYP000363759876,1.0
MGYP000363759876,MGYP000338572228,0.454
MGYP000338572228,MGYP000338572228,1.0
MGYP001044370592,MGYP001044370592,1.0
MGYP003608715709,MGYP003608715709,1.0
MGYP001400699945,MGYP001400699945,1.0
MGYP001400699945,MGYP005734014889,0.522
MGYP005734014889,MGYP005734014889,1.0
MGYP002869156901,MGYP002869156901,1.0
MGYP001130643158,MGYP001130643158,1.0
MGYP003342918755,MGYP003342918755,1.0
MGYP002633385413,MGYP002633385413,1.0
MGYP000879333863,MGYP000879333863,1.0
MGYP002737518534,MGYP002737518534,1.0
MGYP001568718109,MGYP001568718109,1.0
MGYP000832707260,MGYP000832707260,1.0
MGYP006336804899,MGYP006336804899,1.0
MGYP005701465923,MGYP005701465923,1.0
MGYP000955521877,MGYP000955521877,1.0
MGYP001589117758,MGYP001589117758,1.0
MGYP002407856706,MGYP002407856706,1.0
MGYP000626618042,MGYP000626618042,1.0
MGYP003958324301,MGYP003958324301,1.0
MGYP003958324301,MGYP001203196613,0.485
MGYP001203196613,MGYP001203196613,1.0
MGYP004007859865,MGYP004007859865,1.0
MGYP005882433817,MGYP005882433817,1.0
MGYP006412081965,MGYP006412081965,1.0
MGYP001547602238,MGYP001547602238,1.0
MGYP000203235765,MGYP000203235765,1.0
MGYP005842138649,MGYP005842138649,1.0
MGYP004633600121,MGYP004633600121,1.0
MGYP001548094933,MGYP001548094933,1.0
MGYP001541863675,MGYP001541863675,1.0
MGYP001541863675,MGYP002287516397,0.642
MGYP001541863675,MGYP002660868035,0.599
MGYP002287516397,MGYP002287516397,1.0
MGYP002660868035,MGYP002660868035,1.0
MGYP006390095937,MGYP006390095937,1.0
MGYP003313178994,MGYP003313178994,1.0
MGYP006748325753,MGYP006748325753,1.0
MGYP001468924331,MGYP001468924331,1.0
MGYP002614990616,MGYP002614990616,1.0
MGYP006074393733,MGYP006074393733,1.0
MGYP006074393733,MGYP001148199446,0.474
MGYP001148199446,MGYP001148199446,1.0
MGYP003101028378,MGYP003101028378,1.0
MGYP002762243446,MGYP002762243446,1.0
MGYP002762243446,MGYP000579049302,0.465
MGYP002762243446,MGYP002329824910,0.483
MGYP002762243446,MGYP002569536377,0.448
MGYP002762243446,MGYP002417823155,0.452
MGYP002762243446,MGYP002792714219,0.442
MGYP002762243446,MGYP000175377309,0.422
MGYP000579049302,MGYP002329824910,0.447
MGYP000579049302,MGYP000175377309,0.692
MGYP000579049302,MGYP000579049302,1.0
MGYP002329824910,MGYP002417823155,0.48
MGYP002329824910,MGYP002329824910,1.0
MGYP002329824910,MGYP002569536377,0.493
MGYP002329824910,MGYP002792714219,0.474
MGYP002329824910,MGYP000175377309,0.441
MGYP002329824910,MGYP000295463298,0.401
MGYP002569536377,MGYP002417823155,0.539
MGYP002569536377,MGYP002569536377,1.0
MGYP002569536377,MGYP002792714219,0.489
MGYP002569536377,MGYP000295463298,0.431
MGYP002417823155,MGYP002417823155,1.0
MGYP002417823155,MGYP002792714219,0.526
MGYP002417823155,MGYP000295463298,0.454
MGYP002417823155,MGYP000175377309,0.401
MGYP002792714219,MGYP000295463298,0.412
MGYP002792714219,MGYP002792714219,1.0
MGYP000175377309,MGYP000175377309,1.0
MGYP000295463298,MGYP000295463298,1.0
MGYP000986538159,MGYP000986538159,1.0
MGYP001436619188,MGYP001436619188,1.0
MGYP001069053448,MGYP001069053448,1.0
MGYP003387547266,MGYP003387547266,1.0
MGYP006419270257,MGYP006419270257,1.0
MGYP001270370989,MGYP001270370989,1.0
MGYP003301860178,MGYP003301860178,1.0
MGYP003823956711,MGYP003823956711,1.0
MGYP005681862947,MGYP005681862947,1.0
MGYP000729713302,MGYP000729713302,1.0
MGYP000771987637,MGYP000771987637,1.0
MGYP000704432444,MGYP000704432444,1.0
MGYP000585709014,MGYP000585709014,1.0
MGYP001986808461,MGYP001986808461,1.0
MGYP001022776228,MGYP001022776228,1.0
MGYP002629580680,MGYP002629580680,1.0
MGYP000905291823,MGYP000905291823,1.0
MGYP001543489929,MGYP001543489929,1.0
MGYP000979275488,MGYP000979275488,1.0
MGYP001350000198,MGYP001350000198,1.0
MGYP000429720899,MGYP000429720899,1.0
MGYP003494639027,MGYP003494639027,1.0
MGYP001131298741,MGYP001131298741,1.0
MGYP000344249568,MGYP000344249568,1.0
MGYP003218945570,MGYP003218945570,1.0
MGYP002731771904,MGYP002731771904,1.0
MGYP002731771904,MGYP001171139526,0.508
MGYP001171139526,MGYP001359435958,0.715
MGYP001171139526,MGYP001171139526,1.0
MGYP003338940209,MGYP003338940209,1.0
MGYP002281582502,MGYP002281582502,1.0
MGYP000671145245,MGYP000671145245,1.0
MGYP003265690887,MGYP003265690887,1.0
MGYP001290989806,MGYP001290989806,1.0
MGYP001159424019,MGYP001159424019,1.0
MGYP001589300904,MGYP001589300904,1.0
MGYP001352331199,MGYP001352331199,1.0
MGYP001352331199,MGYP006117040855,0.694
MGYP001352331199,MGYP001210120488,0.657
MGYP001352331199,MGYP000490304490,0.487
MGYP006117040855,MGYP006117040855,1.0
MGYP006117040855,MGYP001210120488,0.874
MGYP006117040855,MGYP001187921975,0.513
MGYP006117040855,MGYP000490304490,0.458
MGYP001210120488,MGYP001210120488,1.0
MGYP001210120488,MGYP001187921975,0.467
MGYP001210120488,MGYP000490304490,0.449
MGYP000490304490,MGYP001078437246,0.698
MGYP000490304490,MGYP001187921975,0.526
MGYP000490304490,MGYP000490304490,1.0
MGYP001421408473,MGYP001421408473,1.0
MGYP000323004857,MGYP000323004857,1.0
MGYP005688960533,MGYP005688960533,1.0
MGYP003540950818,MGYP003540950818,1.0
MGYP003540950818,MGYP000916311945,0.463
MGYP000916311945,MGYP000916311945,1.0
MGYP001417505073,MGYP001417505073,1.0
MGYP002758783885,MGYP002758783885,1.0
MGYP001260761507,MGYP001260761507,1.0
MGYP000258862132,MGYP000258862132,1.0
MGYP003477608083,MGYP003477608083,1.0
MGYP001769318205,MGYP001769318205,1.0
MGYP000902143619,MGYP000902143619,1.0
MGYP003968208361,MGYP003968208361,1.0
MGYP003968208361,MGYP001196144994,0.56
MGYP001196144994,MGYP001196144994,1.0
MGYP001614853563,MGYP001614853563,1.0
MGYP001576822023,MGYP001576822023,1.0
MGYP003206304138,MGYP003206304138,1.0
MGYP005980056327,MGYP005980056327,1.0
MGYP000178197313,MGYP000178197313,1.0
MGYP001218581827,MGYP001218581827,1.0
MGYP000820375100,MGYP000820375100,1.0
MGYP003574157315,MGYP003574157315,1.0
MGYP004628659499,MGYP004628659499,1.0
MGYP001123855243,MGYP001123855243,1.0
MGYP000109963765,MGYP000109963765,1.0
MGYP002709882826,MGYP002709882826,1.0
MGYP002370748859,MGYP002370748859,1.0
MGYP000989043445,MGYP000989043445,1.0
MGYP001080658919,MGYP001080658919,1.0
MGYP001010346228,MGYP001010346228,1.0
MGYP002636929300,MGYP002636929300,1.0
MGYP001289354965,MGYP001289354965,1.0
MGYP001289354965,MGYP001556234516,0.449
MGYP001556234516,MGYP001556234516,1.0
MGYP004687079049,MGYP004687079049,1.0
MGYP002658623898,MGYP002658623898,1.0
MGYP006111239029,MGYP006111239029,1.0
MGYP004521885565,MGYP004521885565,1.0
MGYP004521885565,MGYP006353266975,0.504
MGYP006353266975,MGYP006353266975,1.0
MGYP004445306225,MGYP004445306225,1.0
MGYP000819583727,MGYP000819583727,1.0
MGYP003202558507,MGYP003202558507,1.0
MGYP003202558507,MGYP001661497826,0.668
MGYP001661497826,MGYP001661497826,1.0
MGYP002706614515,MGYP002706614515,1.0
MGYP000872619828,MGYP000872619828,1.0
MGYP000840824320,MGYP000840824320,1.0
MGYP002623005441,MGYP002623005441,1.0
MGYP001827351947,MGYP001827351947,1.0
MGYP001827351947,MGYP006079747985,0.643
MGYP006079747985,MGYP002716849792,0.564
MGYP006079747985,MGYP006079747985,1.0
MGYP006079747985,MGYP003295866608,0.573
MGYP001218085933,MGYP001218085933,1.0
MGYP004467471715,MGYP004467471715,1.0
MGYP000030358724,MGYP000030358724,1.0
MGYP002769168009,MGYP002769168009,1.0
MGYP000750531063,MGYP000750531063,1.0
MGYP000583885636,MGYP000583885636,1.0
MGYP006433504583,MGYP006433504583,1.0
MGYP004524318667,MGYP004524318667,1.0
MGYP003206324138,MGYP003206324138,1.0
MGYP006412966259,MGYP006412966259,1.0
MGYP001612941838,MGYP001612941838,1.0
MGYP005673310255,MGYP005673310255,1.0
MGYP001230489022,MGYP001230489022,1.0
MGYP001308273978,MGYP001308273978,1.0
MGYP003400488659,MGYP003400488659,1.0
MGYP003400488659,MGYP000919224963,0.537
MGYP003400488659,MGYP000696860226,0.532
MGYP000919224963,MGYP000919224963,1.0
MGYP000919224963,MGYP000696860226,0.544
MGYP000696860226,MGYP000696860226,1.0
MGYP003383632514,MGYP003383632514,1.0
MGYP002233667484,MGYP002233667484,1.0
MGYP000436347150,MGYP000436347150,1.0
MGYP000436347150,MGYP001484483107,0.515
MGYP001484483107,MGYP001484483107,1.0
MGYP003450557871,MGYP003450557871,1.0
MGYP003422084260,MGYP003422084260,1.0
MGYP003389022846,MGYP003389022846,1.0
MGYP003539563757,MGYP003539563757,1.0
MGYP002517058061,MGYP002517058061,1.0
MGYP001051407927,MGYP001051407927,1.0
MGYP001359669304,MGYP001359669304,1.0
MGYP000811623793,MGYP000811623793,1.0
MGYP003357715381,MGYP003357715381,1.0
MGYP003040386606,MGYP003040386606,1.0
MGYP003778801745,MGYP003778801745,1.0
MGYP001192906160,MGYP001192906160,1.0
MGYP001717086371,MGYP001717086371,1.0
MGYP001717086371,MGYP005945950633,0.711
MGYP003594249852,MGYP003594249852,1.0
MGYP001659223829,MGYP001659223829,1.0
MGYP002724811849,MGYP002724811849,1.0
MGYP001122068701,MGYP001122068701,1.0
MGYP000269088397,MGYP000269088397,1.0
MGYP003987952673,MGYP003987952673,1.0
MGYP003975052409,MGYP003975052409,1.0
MGYP003474901721,MGYP003474901721,1.0
MGYP003665173553,MGYP003665173553,1.0
MGYP001776174406,MGYP001776174406,1.0
MGYP002518106398,MGYP002518106398,1.0
MGYP000193471476,MGYP000193471476,1.0
MGYP003477306350,MGYP003477306350,1.0
MGYP006348404561,MGYP006348404561,1.0
MGYP000233804246,MGYP000233804246,1.0
MGYP004566562793,MGYP004566562793,1.0
MGYP004729244605,MGYP004729244605,1.0
MGYP000254479303,MGYP000254479303,1.0
MGYP005819390953,MGYP005819390953,1.0
MGYP000821677009,MGYP000821677009,1.0
MGYP001795251980,MGYP001795251980,1.0
MGYP001997037981,MGYP001997037981,1.0
MGYP001526500011,MGYP001526500011,1.0
MGYP002715775995,MGYP002715775995,1.0
MGYP003500151795,MGYP003500151795,1.0
MGYP001146450645,MGYP001146450645,1.0
MGYP002520901952,MGYP002520901952,1.0
MGYP001336645905,MGYP001336645905,1.0
MGYP002582593042,MGYP002582593042,1.0
MGYP006060644169,MGYP006060644169,1.0
MGYP000476827069,MGYP000476827069,1.0
MGYP003082870250,MGYP003082870250,1.0
MGYP000647521260,MGYP000647521260,1.0
MGYP001341253961,MGYP001341253961,1.0
MGYP000874668928,MGYP000874668928,1.0
MGYP000877478721,MGYP000877478721,1.0
MGYP000447162930,MGYP000447162930,1.0
MGYP002585994090,MGYP002585994090,1.0
MGYP001776600851,MGYP001776600851,1.0
MGYP000754685948,MGYP000754685948,1.0
MGYP000754685948,MGYP000023225915,0.616
MGYP000754685948,MGYP003342568738,0.445
MGYP000754685948,MGYP001259996342,0.408
MGYP000023225915,MGYP000023225915,1.0
MGYP000023225915,MGYP003342568738,0.438
MGYP000023225915,MGYP001259996342,0.43
MGYP000023225915,MGYP002043424066,0.413
MGYP003342568738,MGYP002043424066,0.404
MGYP003342568738,MGYP001259996342,0.4
MGYP003342568738,MGYP003342568738,1.0
MGYP001259996342,MGYP002043424066,0.428
MGYP001259996342,MGYP001259996342,1.0
MGYP002043424066,MGYP002043424066,1.0
MGYP000233632386,MGYP000233632386,1.0
MGYP000233632386,MGYP002658443562,0.538
MGYP002658443562,MGYP002658443562,1.0
MGYP001517826422,MGYP001517826422,1.0
MGYP000472189773,MGYP000472189773,1.0
MGYP002786060919,MGYP002786060919,1.0
MGYP003248309140,MGYP003248309140,1.0
MGYP002772922997,MGYP002772922997,1.0
MGYP001608657454,MGYP001608657454,1.0
MGYP004578029905,MGYP004578029905,1.0
MGYP003180340672,MGYP003180340672,1.0
MGYP003180340672,MGYP003595421045,0.594
MGYP003595421045,MGYP003595421045,1.0
MGYP004629610863,MGYP004629610863,1.0
MGYP001378219337,MGYP001378219337,1.0
MGYP005868358851,MGYP005868358851,1.0
MGYP003443898286,MGYP003443898286,1.0
MGYP006386155419,MGYP006386155419,1.0
MGYP002791686517,MGYP005750897935,0.514
MGYP002791686517,MGYP002791686517,1.0
MGYP002791686517,MGYP000230649110,0.552
MGYP005750897935,MGYP005750897935,1.0
MGYP005750897935,MGYP000230649110,0.538
MGYP000230649110,MGYP000230649110,1.0
MGYP003282297864,MGYP003282297864,1.0
MGYP000978494971,MGYP000978494971,1.0
MGYP000813865800,MGYP000813865800,1.0
MGYP001156622586,MGYP001156622586,1.0
MGYP003511224896,MGYP003511224896,1.0
MGYP001112507437,MGYP001112507437,1.0
MGYP001322366147,MGYP001322366147,1.0
MGYP006055523915,MGYP006055523915,1.0
MGYP002711376472,MGYP002711376472,1.0
MGYP001161855461,MGYP001161855461,1.0
MGYP000917331314,MGYP000917331314,1.0
MGYP000508682190,MGYP000508682190,1.0
MGYP000400614644,MGYP000400614644,1.0
MGYP001533841960,MGYP001533841960,1.0
MGYP001533841960,MGYP003256977479,0.76
MGYP003256977479,MGYP003256977479,1.0
MGYP001587017178,MGYP001587017178,1.0
MGYP001275832438,MGYP001275832438,1.0
MGYP000426225173,MGYP000426225173,1.0
MGYP006204089783,MGYP006204089783,1.0
MGYP001349400220,MGYP001349400220,1.0
MGYP001537575878,MGYP001537575878,1.0
MGYP000233652905,MGYP000233652905,1.0
MGYP003614459572,MGYP003614459572,1.0
MGYP000229225382,MGYP000229225382,1.0
MGYP006425851311,MGYP006425851311,1.0
MGYP000782546082,MGYP000782546082,1.0
MGYP001236585035,MGYP001236585035,1.0
MGYP003251017493,MGYP003251017493,1.0
MGYP000436296725,MGYP000436296725,1.0
MGYP000914449395,MGYP000914449395,1.0
MGYP005892921329,MGYP005892921329,1.0
MGYP003393016605,MGYP003393016605,1.0
MGYP004541577659,MGYP004541577659,1.0
MGYP001516464103,MGYP001516464103,1.0
MGYP000996491786,MGYP000996491786,1.0
MGYP001401224041,MGYP001401224041,1.0
MGYP001401224041,MGYP000175620101,0.736
MGYP001401224041,MGYP005859212483,0.461
MGYP000175620101,MGYP005859212483,0.433
MGYP000175620101,MGYP000175620101,1.0
MGYP005859212483,MGYP005859212483,1.0
MGYP006176038051,MGYP006176038051,1.0
MGYP001469444407,MGYP001469444407,1.0
MGYP000158837175,MGYP000158837175,1.0
MGYP006336743423,MGYP006336743423,1.0
MGYP000955103779,MGYP000955103779,1.0
MGYP001471567099,MGYP001471567099,1.0
MGYP001594741466,MGYP001594741466,1.0
MGYP000920387487,MGYP000920387487,1.0
MGYP000041143629,MGYP000041143629,1.0
MGYP006241477921,MGYP006241477921,1.0
MGYP003867977857,MGYP003867977857,1.0
MGYP002586404509,MGYP002586404509,1.0
MGYP001477203856,MGYP001477203856,1.0
MGYP001461322459,MGYP001461322459,1.0
MGYP002676205161,MGYP002676205161,1.0
MGYP001343329307,MGYP001343329307,1.0
MGYP005727710797,MGYP005727710797,1.0
MGYP001217208682,MGYP001217208682,1.0
MGYP004676483525,MGYP004676483525,1.0
MGYP001285344901,MGYP001285344901,1.0
MGYP000281542899,MGYP000281542899,1.0
MGYP001546408733,MGYP001546408733,1.0
MGYP001546408733,MGYP002833102933,0.487
MGYP002833102933,MGYP002833102933,1.0
MGYP003250489770,MGYP003250489770,1.0
MGYP003243013425,MGYP003243013425,1.0
MGYP003304221571,MGYP003304221571,1.0
MGYP004688434955,MGYP004688434955,1.0
MGYP004688434955,MGYP001808035076,0.755
MGYP004688434955,MGYP003427417685,0.771
MGYP001808035076,MGYP001808035076,1.0
MGYP003427417685,MGYP003427417685,1.0
MGYP003441034910,MGYP003441034910,1.0
MGYP005790078975,MGYP005790078975,1.0
MGYP000807582891,MGYP000807582891,1.0
MGYP004705744917,MGYP004705744917,1.0
MGYP001746234779,MGYP001746234779,1.0
MGYP001338913209,MGYP001338913209,1.0
MGYP000450060047,MGYP000450060047,1.0
MGYP000840186453,MGYP000840186453,1.0
MGYP002628502038,MGYP002628502038,1.0
MGYP001125426179,MGYP001125426179,1.0
MGYP000457580868,MGYP000457580868,1.0
MGYP001497015324,MGYP001497015324,1.0
