protein,cluster
MGYP002413308470,4703
MGYP000897200713,4704
MGYP006324132827,4705
MGYP000848646543,4706
MGYP000653064413,4706
MGYP001511182278,4707
MGYP000931198247,4707
MGYP001608979465,4708
MGYP000390594659,4709
MGYP002618845211,4710
MGYP003597997211,4711
MGYP003421404977,4712
MGYP003539306134,4713
MGYP001771664581,4713
MGYP003480117141,4714
MGYP003456842461,4715
MGYP000038924490,4716
MGYP000128178681,4717
MGYP006156571463,4718
MGYP003089749677,4719
MGYP001536970269,4720
MGYP002054599364,4721
MGYP000990140698,4722
MGYP000037112059,4723
MGYP003392876535,4724
MGYP006782305045,4725
MGYP002370748859,4726
MGYP000989043445,4727
MGYP004640907479,4728
MGYP004674892225,4729
MGYP001782596963,4730
MGYP004476218063,4731
MGYP003608293863,4732
MGYP003412432551,4733
MGYP003575091559,4734
MGYP006263431031,4735
MGYP004580197813,4736
MGYP005970552375,4737
MGYP001776043403,4738
MGYP000938868561,4739
MGYP003224650992,4740
MGYP003408880994,4741
MGYP000879142180,4742
MGYP001291398068,4743
MGYP003449414264,4744
MGYP006363863737,4745
MGYP003506106510,4746
MGYP000843842011,4747
MGYP003986863867,4748
MGYP005700801545,4748
MGYP000320675381,4748
MGYP001482479627,4748
MGYP001337064203,4749
MGYP000540531450,4750
MGYP006185822987,4129
MGYP005730952229,4751
MGYP003968848259,4752
MGYP000743703134,395
MGYP001282129983,4753
MGYP002778128221,4754
MGYP005740849871,4754
MGYP001130613661,4755
MGYP003128159952,4756
MGYP001148344391,4757
MGYP000757541085,1918
MGYP001552427040,4758
MGYP003193030031,4759
MGYP003980859387,4760
MGYP001748896724,4761
MGYP000890668611,4762
MGYP005682282517,4763
MGYP001825358454,4764
MGYP001289368489,4765
MGYP005947183329,4766
MGYP004684340321,4767
MGYP003347598379,4768
MGYP000435863436,4769
MGYP003343113845,4770
MGYP002732154977,4771
MGYP001442879522,4772
MGYP001049284207,4772
MGYP001490566625,4773
MGYP001549389920,4774
MGYP001097195071,4774
MGYP003527530304,4775
MGYP005677611581,4776
MGYP005763537509,4777
MGYP005684487231,4777
MGYP004523216377,4778
MGYP004479366905,4779
MGYP001807889053,4780
MGYP001112721357,4780
MGYP000764272665,4781
MGYP002622364274,4782
MGYP001300464983,4783
MGYP001475140598,4784
MGYP003504960930,4785
MGYP000609980389,4786
MGYP000906710897,4786
MGYP003454984306,4787
MGYP001488419959,4788
MGYP001813123031,4789
MGYP000917547010,4790
MGYP002761611399,4791
MGYP000193484107,4792
MGYP001659320263,4793
MGYP000013385075,4794
MGYP005804509529,4795
MGYP000846587488,4795
MGYP002609916866,4795
MGYP003608123290,4796
MGYP000472189773,4797
MGYP002786060919,4798
MGYP000962359799,4799
MGYP003766148471,4800
MGYP001478963528,4801
MGYP002403938810,4802
MGYP000847539752,4803
MGYP002644168193,4804
MGYP002305921047,4805
MGYP002194589645,4806
MGYP000379049051,4807
MGYP005765852143,4808
MGYP003532231052,4809
MGYP000037574192,4810
MGYP002957357180,4811
MGYP001790815056,4812
MGYP004748068583,4813
MGYP000164356323,4814
MGYP001538913280,4815
MGYP000435490359,4816
MGYP006417361531,4817
MGYP000750531063,4818
MGYP002574317788,4819
MGYP003578436199,4820
MGYP002397072128,4821
MGYP000779310532,4822
MGYP002832120339,4823
MGYP003630979463,4824
MGYP001925757232,4825
MGYP000604353687,4826
MGYP006082433067,4827
MGYP000953898723,4828
MGYP002583412246,4829
MGYP003114622883,1889
MGYP000976860541,4830
MGYP000579573606,4831
MGYP003583954526,4832
MGYP000474697602,4832
MGYP002722334215,2526
MGYP001302123896,4833
MGYP002739312859,4834
MGYP003619712895,4835
MGYP000414708631,4836
MGYP000677697107,4837
MGYP000792261564,4838
MGYP003576619854,4839
MGYP000945946966,4840
MGYP001457775791,4841
MGYP001535143502,4842
MGYP000177802337,4843
MGYP001197728563,4844
MGYP001193178487,4845
MGYP005744988321,4846
MGYP002179923069,4847
MGYP003424812037,4848
MGYP000646391071,4849
MGYP000328792373,4849
MGYP000554260124,4850
MGYP002937122634,4851
MGYP001090667869,4852
MGYP000627112070,4853
MGYP006130090233,4854
MGYP003057767878,4855
MGYP004484451137,4856
MGYP003427008343,4857
MGYP006439517867,4858
MGYP005765226347,4859
MGYP006220681219,4860
MGYP001075412914,4861
MGYP005670613247,4862
MGYP003327527881,4863
MGYP003595728944,4864
MGYP001468226884,4865
MGYP006359768853,4866
MGYP001529210067,4867
MGYP006385375429,4868
MGYP005998980629,4869
MGYP000614939975,4870
MGYP003453251485,4871
MGYP001949340648,4872
MGYP002625827017,1697
MGYP002597998794,4873
MGYP000870892772,4874
MGYP005799421509,4875
MGYP000207230994,4875
MGYP004729244605,4876
MGYP000858125712,4877
MGYP003368194988,4878
MGYP001087477273,4879
MGYP001001149050,4880
MGYP003527276266,4881
MGYP000905054093,4882
MGYP000380435746,4883
MGYP000894222222,4884
MGYP001371278710,4885
MGYP002527714329,4886
MGYP003470313084,4887
MGYP001285344901,4888
MGYP000281542899,4889
MGYP003506652093,4890
MGYP003263050643,4891
MGYP001250799152,4892
MGYP001524747093,4893
MGYP002777931097,4894
MGYP000853584750,4895
MGYP001157798099,4896
MGYP004749447009,4897
MGYP001369528738,4898
MGYP001308386172,4899
MGYP005609508049,4900
MGYP001578063680,4901
MGYP001478054943,4902
MGYP003575040278,4903
MGYP000941965812,4904
MGYP006111053605,4905
MGYP003560902880,1303
MGYP002646942991,1303
MGYP004550963803,4906
MGYP000777741069,4907
MGYP003700043161,4908
MGYP004535836599,4909
MGYP003238985423,4910
MGYP001533181165,4911
MGYP000832707260,4912
MGYP006336804899,4913
MGYP000094196200,4914
MGYP001483630872,4915
MGYP000900734167,4916
MGYP001200145378,4917
MGYP002783979455,4918
MGYP002173240580,4919
MGYP001142171385,4920
MGYP001169481919,4921
MGYP003413221915,4922
MGYP002653698156,4923
MGYP005722771919,4924
MGYP002177883708,4925
MGYP003995548661,4926
MGYP000980304918,4927
MGYP001743485688,4928
MGYP002006059452,4929
MGYP001558092355,4930
MGYP001221289922,2969
MGYP003653618778,4931
MGYP001180936304,4931
MGYP001570647477,4932
MGYP002730609215,4933
MGYP002573288844,4934
MGYP000225648903,4935
MGYP002227747222,4936
MGYP000808482194,4937
MGYP005902193593,4938
MGYP003503919276,4939
MGYP001286095308,4940
MGYP003296919728,4941
MGYP006251729375,4942
MGYP003344923255,4943
MGYP002989130760,4944
MGYP003449617986,4945
MGYP001174427373,4946
MGYP002552620478,4947
MGYP001548094933,4948
MGYP002660868035,3712
MGYP006390095937,4949
MGYP001572271935,4950
MGYP001072483480,396
MGYP000732153936,395
MGYP002701134658,2435
MGYP003801840755,4951
MGYP000552171080,4952
MGYP005664744661,4953
MGYP005667160033,4953
MGYP003554777593,4954
MGYP003382255820,4955
MGYP001189138606,4955
MGYP000212885908,4956
MGYP000264341167,4957
MGYP003283821758,4958
MGYP000871695352,4959
MGYP002624365680,4960
MGYP000332900581,4961
MGYP000885477885,4962
MGYP001612696675,4963
MGYP002632139553,4964
MGYP000597767225,4965
MGYP003417481090,4966
MGYP000388440396,4967
MGYP003328310030,4968
MGYP000170251994,4969
MGYP006219937749,4970
MGYP005688491011,4971
MGYP006219193609,4953
MGYP001047890769,4972
MGYP002511013910,4973
MGYP000125911555,269
MGYP000217149633,4974
MGYP002730153183,4975
MGYP002270551991,4976
MGYP001367114008,4976
MGYP000088296277,4977
MGYP002649327000,4978
MGYP002856722999,818
MGYP000256246945,818
MGYP000493798833,818
MGYP002257641107,4979
MGYP002822455501,4980
MGYP001166768120,4981
MGYP000530503514,4982
MGYP001401751733,4983
MGYP001573430497,4984
MGYP000003541066,4985
MGYP001807868265,4986
MGYP003573775699,4987
MGYP000830400876,4988
MGYP006122488599,4989
MGYP001093710557,4990
MGYP000625095455,4991
MGYP000903445933,4992
MGYP002779789191,4993
MGYP003488569842,4994
MGYP001289065552,4995
MGYP002659676387,4996
MGYP005713063209,4997
MGYP005694132667,4997
MGYP003394718965,4998
MGYP001756695751,4999
MGYP006383151857,5000
MGYP004497621003,5001
MGYP000153978347,5002
MGYP003089078696,5003
MGYP001308087067,708
MGYP001165739910,1456
MGYP001189607464,5004
MGYP003086523709,5005
MGYP000511908613,5005
MGYP001324292718,5005
MGYP003307155267,5005
MGYP003300241855,5006
MGYP001510663808,5007
MGYP005846259281,5007
MGYP001572301604,5008
MGYP002609879015,5009
MGYP001765455840,5010
MGYP002789616045,5011
MGYP002531177725,5012
MGYP000758228087,5013
MGYP001458040490,5014
MGYP000616754513,5015
MGYP002801088069,5016
MGYP000321973646,5017
MGYP002683940113,5018
MGYP006087359723,828
MGYP006350759419,5019
MGYP002663108462,5020
MGYP003688954601,5021
MGYP005981982005,5022
MGYP000218101619,5023
MGYP003516022107,5024
MGYP000621474381,5025
MGYP003577291205,5026
MGYP000798183594,5027
MGYP001348819957,5028
MGYP002524906955,5029
MGYP003581602223,5030
MGYP002172416081,5031
MGYP003383862537,5032
MGYP005950531021,5033
MGYP003043018351,5034
MGYP004643397355,5035
MGYP006434516907,5036
MGYP000096329967,818
MGYP003687074803,5037
MGYP001472481660,5038
MGYP000736317458,5039
MGYP001229333728,5040
MGYP006339039801,2871
MGYP000665539537,5041
MGYP000302639462,780
MGYP000463854616,5042
MGYP001144648861,5043
MGYP006332712827,5044
MGYP003531774385,5045
MGYP000637829602,5046
MGYP004598129463,5047
MGYP000291617980,5048
MGYP001332173043,5049
MGYP001433099979,5050
MGYP002627968359,5051
MGYP000272037206,5052
MGYP003829994493,5053
MGYP001564010403,5054
MGYP003470930377,5055
MGYP005699070047,5056
MGYP004472948153,5057
MGYP005975428315,5058
MGYP001199468906,5059
MGYP006165061997,5060
MGYP001630990359,5061
MGYP002769559935,928
MGYP002517051456,928
MGYP000524637656,5062
MGYP002618249051,5063
MGYP003206693191,5064
MGYP000078565408,5065
MGYP000874668928,5066
MGYP001341253961,5066
MGYP005695144907,5067
MGYP006144625641,5068
MGYP001364317613,5069
MGYP001308990220,5070
MGYP001477877465,5071
MGYP000963979560,5072
MGYP002626552277,5073
MGYP003206985456,5074
MGYP003586777679,5075
MGYP001420364352,5076
MGYP000351649742,5077
MGYP000813347293,5078
MGYP000914157259,5079
MGYP006315903641,5080
MGYP000699739985,5081
MGYP002676982747,5081
MGYP000768156732,5082
MGYP006205882011,5083
MGYP001449180844,5084
MGYP001284703949,5085
MGYP001527959530,5086
MGYP001630962195,5087
MGYP003256331834,5088
MGYP006230187727,5089
MGYP001438227719,5089
MGYP000832435575,5090
MGYP000863941068,5091
MGYP001070954506,5092
MGYP003325339563,5093
MGYP000917256561,5094
MGYP001825958463,5095
MGYP005953084367,5096
MGYP001271055512,5097
MGYP002623270629,5098
MGYP000345889245,5099
MGYP000718537537,5100
MGYP001559529263,5101
MGYP003182467699,5102
MGYP000832204326,5103
MGYP001003773034,5104
MGYP003601992324,5105
MGYP000583885636,5106
MGYP006433504583,5107
MGYP001715435491,2603
MGYP001147374896,5108
MGYP001188193388,5109
MGYP002040036818,5110
MGYP002596375582,5111
MGYP001315477869,5112
MGYP001285560689,5113
MGYP000336466773,5114
MGYP005671026395,5115
MGYP003987842077,5116
MGYP000056820850,5117
MGYP003586939054,5118
MGYP000586866903,5119
MGYP001094273544,5120
MGYP001599136334,5121
MGYP001455950745,5122
MGYP001024951711,5123
MGYP006100916021,5124
MGYP002652307739,5125
MGYP006131556647,5126
MGYP003581593772,3253
MGYP003119737512,5127
MGYP000388689207,5128
MGYP000522591109,5129
MGYP001228566898,5129
MGYP002539164796,5130
MGYP003620210577,5131
MGYP001398160005,5132
MGYP000520472386,5133
MGYP000809019566,5134
MGYP000980310585,5135
MGYP002720975368,5136
MGYP000269088397,5137
MGYP003987952673,5138
MGYP003975052409,5139
MGYP003474901721,5140
MGYP001643345008,5141
MGYP001607018407,5142
MGYP000998066053,5143
MGYP002511502503,5144
MGYP000845159952,5145
MGYP001351133224,5146
MGYP001145676958,5147
MGYP004545802213,5147
MGYP001125464057,5148
MGYP001521892360,5149
MGYP001436979597,5149
MGYP000776360044,5150
MGYP006270996827,5151
MGYP001228239002,5152
MGYP003619592957,5152
MGYP003560229262,5153
MGYP003572814045,5154
MGYP002603750878,5155
MGYP006206245209,5156
MGYP002602603912,928
MGYP006150020613,5157
MGYP003995707561,5158
MGYP001793851783,5159
MGYP001009022113,5160
MGYP000471981367,5160
MGYP005999433989,5161
MGYP002782875070,5162
MGYP003134546694,5163
MGYP000934366030,5164
MGYP003532329095,5165
MGYP003943675989,5166
MGYP002652853935,5167
MGYP004640082051,5168
MGYP001428033154,5169
MGYP000680449276,5170
MGYP000874504004,5171
MGYP003082870250,5172
MGYP002759501406,5173
MGYP003319831267,5174
MGYP003492434218,5175
MGYP003619909170,5176
MGYP006109782985,5177
MGYP001352090796,5178
MGYP001098932684,5179
MGYP001537620181,5180
MGYP002685979888,5181
MGYP002747237135,5182
MGYP002519825551,5183
MGYP001272105677,5184
MGYP003476301181,5185
MGYP000366390576,5186
MGYP000888033421,5187
MGYP006270410685,5188
MGYP005865991629,5189
MGYP004600393865,5190
MGYP001258050071,5191
MGYP002713632242,5192
MGYP000120403903,5193
MGYP004675360521,5194
MGYP001315600641,302
MGYP003198382757,5195
MGYP002517555041,5196
MGYP001533396646,5197
MGYP006178909271,395
MGYP005873042661,5198
MGYP001236358508,5199
MGYP001481820706,5200
MGYP003562556033,5201
MGYP001248403364,5202
MGYP002747063167,5203
MGYP001769098967,5204
MGYP003678872203,5205
MGYP002840813202,5206
MGYP003578421069,5207
MGYP003557608330,5208
MGYP000262316149,5209
MGYP000262264970,5210
MGYP000410522061,5211
MGYP000841902134,5211
MGYP000094194333,5212
MGYP002509500923,5213
MGYP000693601122,5214
MGYP002680090387,5215
MGYP006215178339,5216
MGYP000856859079,5217
MGYP002282983923,5218
MGYP000131229032,5219
MGYP001401224041,5220
MGYP000175620101,5220
MGYP005859212483,5220
MGYP003580900279,5221
MGYP006144793595,5222
MGYP004675732923,5223
MGYP003527882135,5224
MGYP002510692798,5225
MGYP001428369870,5225
MGYP002721826158,5226
MGYP003253654226,5227
MGYP006104113923,5228
MGYP004732065085,5229
MGYP005666389529,5230
MGYP000177824077,5231
MGYP000305629456,395
MGYP000987231612,5232
MGYP004552178523,5232
MGYP005850230669,5233
MGYP005679397317,2435
MGYP001006644545,5234
MGYP003509947538,5235
MGYP003487003884,5236
MGYP005876065489,5237
MGYP001259278942,5238
MGYP001111855207,5239
MGYP003199771262,5240
MGYP002555757994,5240
MGYP000184655620,5241
MGYP002555752264,5242
MGYP000994757631,5243
MGYP000221157507,5244
MGYP003392036030,5245
MGYP001405209684,5246
MGYP003378577729,5247
MGYP001783165033,5248
MGYP000953253175,5249
MGYP001787896205,5250
MGYP001330343029,5251
MGYP005722236935,5252
MGYP001669380491,5252
MGYP001551522864,5253
MGYP000835490190,5254
MGYP001609667100,5255
MGYP000758179688,5256
MGYP005675662425,5257
MGYP000354420391,5258
MGYP002968656732,5259
MGYP000930955845,5260
MGYP001482899688,5261
MGYP002801987688,5262
MGYP002513332962,5263
MGYP002752691849,5264
MGYP005718578233,5265
MGYP003240015534,5266
MGYP005849217255,5267
MGYP000878150153,5268
MGYP003481553808,5269
MGYP001468651438,5270
MGYP003496837574,5271
MGYP000910271735,5272
MGYP002514352651,5273
MGYP001401802615,5274
MGYP001223324863,5274
MGYP001768204287,5275
MGYP003499248226,5276
MGYP006000556215,5277
MGYP003324870992,5278
MGYP001404997607,5279
MGYP001194037749,5280
MGYP001818255131,5281
MGYP004418875573,5282
MGYP004623474885,5283
MGYP003400972856,5284
MGYP006286261291,5285
MGYP001451964752,5286
MGYP002786391824,969
MGYP000844053376,5287
MGYP001362991252,5288
MGYP000698696553,5289
MGYP000378418069,5290
MGYP000251608465,5290
MGYP000529729969,5291
MGYP000397338767,5292
MGYP000000851653,5293
MGYP000476375161,5294
MGYP000074936676,5295
MGYP002509027727,5296
MGYP001825253517,5297
MGYP002579462407,4209
MGYP006366212727,5298
MGYP002579945801,5299
MGYP001776560522,5299
MGYP001379976276,5300
MGYP000648381231,5301
MGYP002755632459,5302
MGYP002555797718,1032
MGYP003611999507,1032
MGYP003347885529,5303
MGYP002008164754,5304
MGYP003577806953,339
MGYP001187825155,5305
MGYP001589300904,5306
MGYP000207204319,5307
MGYP003706392419,5308
MGYP003985597639,5309
MGYP000660393135,5310
MGYP002723719987,5311
MGYP002020262378,5312
MGYP000908981725,5313
MGYP001490446783,5314
MGYP001659278601,5315
MGYP003493452711,5316
MGYP003508224466,5317
MGYP003164188386,5318
MGYP001470825754,5319
MGYP000992844506,5320
MGYP002869156901,5321
MGYP001130643158,5322
MGYP003342918755,1400
MGYP000413224914,5323
MGYP004564016727,5324
MGYP006103149643,5325
MGYP006250151023,5326
MGYP002637817078,5326
MGYP002800170797,5327
MGYP001045111018,5328
MGYP003334498740,5329
MGYP001018517742,5330
MGYP005764730069,5331
MGYP003142738360,5332
MGYP003154626495,5332
MGYP001193380805,5333
MGYP003375839067,5334
MGYP000965932755,5335
MGYP003647097268,5336
MGYP002780053827,5337
MGYP001773770218,5338
MGYP001585115100,5339
MGYP001558097531,5340
MGYP005843168085,5341
MGYP001421887610,5342
MGYP000701371814,1800
MGYP003387534719,5343
MGYP003473457694,5344
MGYP001171607123,5345
MGYP001730631786,5346
MGYP002780337124,5347
MGYP005871068323,5348
MGYP001278573178,5349
MGYP001061782921,5350
MGYP005798739785,5350
MGYP001052836487,5351
MGYP001407662808,5352
MGYP001377782011,5353
MGYP001236585035,5354
MGYP000618883068,5355
MGYP000202838775,95
MGYP003273748327,95
MGYP004638681677,5356
MGYP005993276961,5357
MGYP001452605927,5357
MGYP001419927765,5357
MGYP004551189317,5358
MGYP001837412478,5359
MGYP000060965709,5360
MGYP002775898623,5361
MGYP000992782221,5362
MGYP000094007635,5363
MGYP001301863165,5364
MGYP003479311019,5365
MGYP003591961198,5366
MGYP004478882161,5367
MGYP001471567099,5368
MGYP002746998130,5369
MGYP000465708321,5370
MGYP001741601108,5371
MGYP006348404561,5372
MGYP002735416358,5373
MGYP001256618604,5374
MGYP000970250402,5375
MGYP002518106398,1718
MGYP003172235765,5376
MGYP000892552533,5377
MGYP000723668019,5378
MGYP001144774292,5378
MGYP001176396854,5379
MGYP002147868255,5380
MGYP000815103488,5381
MGYP000905291823,5382
MGYP001133937005,5383
MGYP006439932059,5384
MGYP001290989806,5385
MGYP001066163902,507
MGYP006125905615,3113
MGYP001570300506,5386
MGYP001499376749,5387
MGYP004459756781,5388
MGYP003594662941,1748
MGYP001059704482,5389
MGYP001070357381,5390
MGYP001409876917,5391
MGYP003380618917,5392
MGYP000996475332,5393
MGYP001366717293,5394
MGYP004674932559,5395
MGYP002133323119,5396
MGYP004615847297,5397
MGYP003532863019,5398
MGYP005766049429,5399
MGYP002132289530,5400
MGYP001515986118,5401
MGYP003170410656,5402
MGYP001456355926,5403
MGYP002654006010,5404
MGYP002514251377,5405
MGYP001358630793,5406
MGYP000090551744,5407
MGYP004608552431,5408
MGYP005848860469,5409
MGYP001291202737,5410
MGYP001288687170,5411
MGYP002194732724,5412
MGYP000929680908,5413
MGYP001448655893,396
MGYP003438997015,5414
MGYP000950273404,5415
MGYP000885773049,5416
MGYP000981617038,5417
MGYP005881898119,5418
MGYP000954974094,5418
MGYP003586695797,5419
MGYP002396047130,5420
MGYP002772600712,5421
MGYP001356539442,5422
MGYP001363613961,5423
MGYP003613607557,5424
MGYP002662203626,5425
MGYP000215887684,5426
MGYP001379687153,5427
MGYP000423407787,5428
MGYP000690875605,5429
MGYP006296510095,5430
MGYP001228451111,5431
MGYP005850884203,5432
MGYP000328050951,5433
MGYP000518348671,5433
MGYP006229896767,5434
MGYP000633927186,5435
MGYP000086290711,5436
MGYP006386022025,5437
MGYP003368425957,5438
MGYP003173576421,5439
MGYP000329772544,5440
MGYP003572212397,5441
MGYP000720008968,5442
MGYP003559926017,5443
MGYP001190907497,5444
MGYP003441034910,5445
MGYP005790078975,5446
MGYP000807582891,5447
MGYP004004675611,5448
MGYP002787889875,5449
MGYP002044942994,5450
MGYP000038231701,5451
MGYP003419999545,5452
MGYP003579776557,5453
MGYP002583524103,5454
MGYP001485263865,5455
MGYP004509176487,5456
MGYP001208988052,5457
MGYP000730512122,5458
MGYP001030491238,5459
MGYP005843681229,5460
MGYP005897976201,5461
MGYP003522899731,5462
MGYP003392101269,5463
MGYP005782386869,5464
MGYP004528211025,5465
MGYP000288104796,5466
MGYP003345907025,5467
MGYP001319727097,5468
MGYP003902647863,5469
MGYP001359605641,5470
MGYP002762176068,5471
MGYP000849253763,5472
MGYP002782241144,5473
MGYP000111656818,5474
MGYP003078317658,5475
MGYP002791088758,5476
MGYP001095192155,5477
MGYP000164718870,421
MGYP006049152691,5478
MGYP000310448676,5479
MGYP002633001660,5480
MGYP001120460334,5481
MGYP000663993473,5482
MGYP001430183269,5483
MGYP002574225568,5484
MGYP001610792169,5485
MGYP001345674617,5486
MGYP002734065348,5487
MGYP005625424283,5488
MGYP001467558125,5489
MGYP002767674763,5490
MGYP001261203435,5491
MGYP002618101952,5492
MGYP002637371331,5493
MGYP003458268352,5494
MGYP000864772850,5495
MGYP003383092374,5496
MGYP002048886470,5497
MGYP003050679708,5498
MGYP003983790247,5499
MGYP003409131200,5500
MGYP002522933433,5501
MGYP003403345988,5501
MGYP001193929692,5502
MGYP000169649766,5503
MGYP003420446051,5504
MGYP001164818351,5505
MGYP001281447825,5506
MGYP002868306125,5507
MGYP002555636909,5508
MGYP002785666361,5509
MGYP004645060095,5510
MGYP001290962755,5511
MGYP001472350763,5511
MGYP002753219872,5512
MGYP000615064338,5513
MGYP001469787526,5514
MGYP001301919112,5515
MGYP001490590998,5516
MGYP001638947553,5517
MGYP002956197444,5518
MGYP001792193732,5519
MGYP000339682254,5520
MGYP002521577600,5521
MGYP000304306803,5521
MGYP000124620168,5522
MGYP003407374043,5523
MGYP001136180340,5524
MGYP002072993478,5525
MGYP001543652399,5526
MGYP004662707603,5527
MGYP000707554246,5527
MGYP006141019583,5528
MGYP000468866847,5529
MGYP001751650706,5530
MGYP006268432085,5531
MGYP005983688987,5532
MGYP001790967844,5533
MGYP006216973409,5534
MGYP001421538779,5535
MGYP003073477161,5536
MGYP001563782229,5537
MGYP004524390897,5538
MGYP000678096489,5539
MGYP000778033499,5540
MGYP003754212153,5541
MGYP000254344528,5542
MGYP006125001315,2526
MGYP000561875086,5543
MGYP001300672374,5544
MGYP001218581827,5545
MGYP001260989032,5546
MGYP002224950980,5547
MGYP000613406365,5548
MGYP006272945567,5549
MGYP004451967021,4997
MGYP000133556751,4911
MGYP003601579242,398
MGYP005733661919,398
MGYP000842132180,5550
MGYP000972901522,5551
MGYP003248309140,5552
MGYP002772922997,5553
MGYP001608657454,5554
MGYP002780715872,5555
MGYP001131375482,5555
MGYP000576311053,5556
MGYP002512482877,5557
MGYP001549914384,5558
MGYP001543336342,5559
MGYP003482550087,5560
MGYP005711120163,5561
MGYP001260206375,5562
MGYP005868358851,5563
MGYP003443898286,5564
MGYP003692578239,5565
MGYP004628739961,5566
MGYP006204089783,5234
MGYP003259348404,5567
MGYP003572813049,5568
MGYP001496935741,5569
MGYP003961096169,5570
MGYP002467417449,5571
MGYP003515145950,5572
MGYP005621821541,5573
MGYP006171180325,5574
MGYP003115106797,5575
MGYP003535094884,5576
MGYP000756175697,5577
MGYP005704474297,5578
MGYP000002417464,5579
MGYP002544748730,5580
MGYP002754752054,5581
MGYP001619847400,5582
MGYP003302371821,5583
MGYP001672714889,5584
MGYP003340374421,5585
MGYP006112521461,5586
MGYP003413149846,5587
MGYP001003770968,5588
MGYP006241477921,5589
MGYP003867977857,5590
MGYP002586404509,5591
MGYP001477203856,5592
MGYP001461322459,5593
MGYP000834682835,5594
MGYP006309732539,5595
MGYP002714496082,5596
MGYP002357912655,5597
MGYP001600021230,5598
MGYP001384557735,5599
MGYP001362539876,5600
MGYP000810084746,5601
MGYP003573535137,5602
MGYP001554183006,5603
MGYP001256693480,5604
MGYP001119874107,5605
MGYP006243594669,5606
MGYP001997037981,5607
MGYP005727191255,5608
MGYP003677809453,5609
MGYP002645500601,350
MGYP002729888095,5610
MGYP005862190843,5611
MGYP002562174366,5611
MGYP003417773395,5612
MGYP005808100159,5613
MGYP000297592196,5614
MGYP003362157038,5614
MGYP001463408497,3916
MGYP001394184830,5615
MGYP001758257943,5616
MGYP002760432780,5617
MGYP002646305518,5618
MGYP003215833499,5619
MGYP003501375662,5620
MGYP001773018560,5621
MGYP000880771911,754
MGYP004695551621,5622
MGYP003376800731,5623
MGYP001052651169,5624
MGYP002229404799,5625
MGYP002334435297,5626
MGYP002525912749,5627
MGYP000861186255,5628
MGYP002636460630,5629
MGYP001735854014,5630
MGYP001387723311,5631
MGYP003450857036,925
MGYP001187244632,5632
MGYP003685707541,5633
MGYP002063509513,5634
MGYP003308729537,5635
MGYP000936808194,5636
MGYP001099069314,5637
MGYP003671981710,5638
MGYP001632352587,5639
MGYP002515470701,5640
MGYP002630665285,5641
MGYP001742489511,5642
MGYP001564439836,5643
MGYP000750740043,5644
MGYP005730693905,5645
MGYP002306191306,5646
MGYP000989819162,5647
MGYP006142369623,5648
MGYP000359302962,5649
MGYP002630497653,5650
MGYP001069767653,5568
MGYP001588280411,5651
MGYP000030060663,5652
MGYP000823844477,5652
MGYP000391789199,5653
MGYP000816098361,5654
MGYP001161744768,5655
MGYP001316396048,5656
MGYP001350411831,5657
MGYP003344387214,5658
MGYP001738381168,5659
MGYP001803567046,5660
MGYP000430496690,5661
MGYP000617117800,5662
MGYP003442367419,5663
MGYP003950596153,5664
MGYP000736042586,5665
MGYP001113832518,5666
MGYP003575875978,5667
MGYP000966423689,5668
MGYP000870317853,5669
MGYP000036672694,5670
MGYP001417069360,5671
MGYP001221746755,5671
MGYP001495227485,5672
MGYP000374482290,5673
MGYP002391940637,5674
MGYP001290350522,5675
MGYP001430309522,5676
MGYP001521486449,5677
MGYP000631871836,5678
MGYP000852290232,5679
MGYP001105970522,5680
MGYP001221050763,5680
MGYP003239666151,5681
MGYP000619859220,5682
MGYP002655192407,5683
MGYP000310990012,5684
MGYP001283604585,5685
MGYP001719970068,5686
MGYP001062847417,5686
MGYP002629580680,5687
MGYP001336645905,5688
MGYP001324439132,5689
MGYP006079945953,5690
MGYP001179831048,5691
MGYP002777070425,5692
MGYP000573820451,5693
MGYP000578890154,5694
MGYP000751007546,5695
MGYP000765320876,5696
MGYP001055142074,5697
MGYP000272106136,5698
MGYP004627464063,5699
MGYP000424598135,5700
MGYP002745122025,5701
MGYP004468132491,5702
MGYP001661497826,3301
MGYP001007791119,5703
MGYP001438651280,5704
MGYP001187017457,5705
MGYP002799183254,5706
MGYP002660478354,5707
MGYP001511914110,5708
MGYP001457297871,5709
MGYP000092152913,5710
MGYP005734678199,5711
MGYP000633025001,5712
MGYP001336639209,5713
MGYP000655915156,5714
MGYP001484861789,5715
MGYP003429132645,5716
MGYP003455920890,5717
MGYP000656226004,5718
MGYP001796878659,5719
MGYP001805070805,5720
MGYP004424063105,3134
MGYP000502956668,5721
MGYP000476249608,5722
MGYP001201296708,5723
MGYP001227165134,5724
MGYP003490278093,4857
MGYP000888829645,5725
MGYP006183159835,5726
MGYP001157585556,5727
MGYP001103781990,5728
MGYP000111165496,5729
MGYP000572181697,5730
MGYP000304776341,5731
MGYP001470618029,5732
MGYP001077368944,5733
MGYP001808559917,5734
MGYP001013655592,5735
MGYP000098798746,5736
MGYP006127152889,5737
MGYP001226105185,5738
MGYP001048584672,5739
MGYP004181448069,5740
MGYP002538896968,5741
MGYP002603329508,5742
MGYP003996746741,5743
MGYP000233804246,5744
MGYP002674510824,5745
