protein,cluster
MGYP003150059703,4361
MGYP003132607247,4362
MGYP001220987336,4363
MGYP003636039192,4363
MGYP001391886251,1055
MGYP001482441237,4364
MGYP002717650749,4365
MGYP002631890907,4366
MGYP006178886943,4366
MGYP001176845555,4367
MGYP002603194128,4368
MGYP003508244543,4369
MGYP001158408812,4370
MGYP001586327527,4371
MGYP005682034169,4372
MGYP001659178123,4373
MGYP001028483627,4374
MGYP001609063763,4375
MGYP000042321354,4376
MGYP003534212883,4377
MGYP000813578269,4378
MGYP000587571871,4379
MGYP005693427273,4380
MGYP000102437161,4381
MGYP005606525635,4382
MGYP000575480354,4383
MGYP003545421062,4384
MGYP001748273331,4385
MGYP000951978405,4386
MGYP003337799140,4387
MGYP001330637450,4388
MGYP001581345611,4389
MGYP000984148469,4390
MGYP000159137439,4391
MGYP001630967902,4392
MGYP000862152061,4393
MGYP002332274002,4394
MGYP000921923439,4395
MGYP002530489424,4396
MGYP003462422446,4397
MGYP001508375490,4398
MGYP000937541520,4399
MGYP000778286484,3143
MGYP000645367232,4400
MGYP000326784095,4400
MGYP000986538159,4401
MGYP002652204517,4402
MGYP002700771066,4403
MGYP002631396085,4404
MGYP002836874309,4405
MGYP001047305248,4405
MGYP001663196902,4406
MGYP000859896064,4407
MGYP005624417755,4408
MGYP000020289146,4409
MGYP000779266974,4410
MGYP003103009527,4410
MGYP001022728704,4411
MGYP003448823371,4412
MGYP002733376336,4413
MGYP000148244979,4414
MGYP000686587647,39
MGYP001033115659,4415
MGYP000760515066,4416
MGYP002545048272,1202
MGYP003344921960,4417
MGYP004489542367,4418
MGYP001352331199,1914
MGYP003190921663,4419
MGYP001420966971,4420
MGYP001307607057,4421
MGYP005697905685,4422
MGYP000643636721,4423
MGYP004007859865,4424
MGYP000555500624,1917
MGYP005882433817,4425
MGYP003605298803,4426
MGYP000112228267,4427
MGYP002785604914,4428
MGYP006189462699,4429
MGYP004546868457,4430
MGYP001449065206,4431
MGYP001757811547,4432
MGYP002785063883,4433
MGYP000812023508,4434
MGYP001737562837,4435
MGYP000779258410,4436
MGYP003215225499,4437
MGYP000162939729,4438
MGYP003589672560,4439
MGYP001587017178,4440
MGYP001275832438,4441
MGYP000426225173,4442
MGYP000343704972,4443
MGYP002518352570,4444
MGYP000105984292,4445
MGYP002536138318,4446
MGYP001520372876,4447
MGYP000776151726,4448
MGYP000898599852,4449
MGYP000707429263,4450
MGYP002627271396,4451
MGYP001172478540,4452
MGYP002715775995,4453
MGYP001526500011,4454
MGYP000650942621,4455
MGYP001070589002,4456
MGYP005831293371,4457
MGYP000377078328,4458
MGYP005904515745,4459
MGYP001377569868,4460
MGYP001485250897,4461
MGYP003690942353,798
MGYP001212672404,4462
MGYP001184157849,4463
MGYP001300536724,4464
MGYP005995094743,967
MGYP000098158015,4465
MGYP000954978038,4466
MGYP002632828296,4467
MGYP002586400114,4468
MGYP003491642662,4469
MGYP003339311385,4469
MGYP005881502067,4470
MGYP000661888261,4471
MGYP000318559476,4471
MGYP000378456598,4472
MGYP002625360380,4473
MGYP001281505962,4474
MGYP001055256156,4475
MGYP003114582612,4476
MGYP002740551575,4477
MGYP000819407574,4478
MGYP000991120598,4479
MGYP003548094675,4480
MGYP002680613245,4481
MGYP000178197313,4482
MGYP001284549680,4483
MGYP000989213135,4484
MGYP003325138685,4485
MGYP001181395907,4486
MGYP000729205023,4487
MGYP004605219799,4488
MGYP000590376920,4489
MGYP000600383195,4490
MGYP002283698238,4491
MGYP001267143965,4492
MGYP003646424433,4493
MGYP002572619506,4494
MGYP000953926451,4092
MGYP000339590737,4092
MGYP001029950615,4495
MGYP000361601460,4496
MGYP000928510496,4497
MGYP001554312648,4498
MGYP001673984846,4499
MGYP003476118140,4500
MGYP000204745586,4501
MGYP005855251863,4502
MGYP002798352820,4503
MGYP006271235507,4504
MGYP006338673905,4505
MGYP005643777439,4506
MGYP002784178387,4507
MGYP000823051272,4508
MGYP002564422449,4509
MGYP001499203625,4510
MGYP001232204056,4511
MGYP001328395489,4512
MGYP002064861890,4513
MGYP005878123453,4514
MGYP001296222545,4515
MGYP000749735609,4516
MGYP003634336737,4517
MGYP003234466264,4518
MGYP001073193982,4518
MGYP001799509434,4519
MGYP005853514541,4520
MGYP001244381368,4521
MGYP003453799542,4522
MGYP003589045617,4523
MGYP004556104913,4524
MGYP003453501822,1917
MGYP003421588632,4525
MGYP006119341355,4526
MGYP001035911349,810
MGYP000645705552,4527
MGYP000140210978,4528
MGYP000989177418,4529
MGYP006344180615,4530
MGYP003398843181,4531
MGYP000628228843,4532
MGYP004746851331,4533
MGYP000129653525,4534
MGYP002242885146,4535
MGYP000623492154,4536
MGYP006347454189,4537
MGYP000909708559,4538
MGYP000345468684,4538
MGYP003992562013,4539
MGYP001589018016,4540
MGYP000119510463,4541
MGYP002092101196,4542
MGYP002547656198,4543
MGYP000961347664,4544
MGYP000888113599,2176
MGYP004483186657,4545
MGYP000401653878,4546
MGYP000711236655,4547
MGYP003456258447,4548
MGYP000105876492,4549
MGYP003254372261,4550
MGYP002863585162,4551
MGYP000020905948,4552
MGYP002790545940,4553
MGYP001055725080,4553
MGYP001761594838,4554
MGYP001776600851,4555
MGYP005769133515,4556
MGYP000977241720,4557
MGYP005953264735,4558
MGYP001746234779,4559
MGYP006397618049,4560
MGYP003137105280,4561
MGYP001286457068,864
MGYP000778160193,4562
MGYP006261462653,4563
MGYP000052006543,4564
MGYP001825204451,4565
MGYP000815440692,2181
MGYP002528551209,4566
MGYP003322221951,567
MGYP001540751075,4567
MGYP001378219337,4568
MGYP001547348502,4569
MGYP002036227966,1799
MGYP000401699829,4570
MGYP002738973157,4571
MGYP001213872130,4572
MGYP001127168041,4573
MGYP000293787949,4574
MGYP000431266713,4575
MGYP005781994605,4576
MGYP002610854990,4576
MGYP001496264952,4576
MGYP004562060709,4576
MGYP000372102657,4576
MGYP000507168397,4577
MGYP000849815305,4578
MGYP001436619188,4579
MGYP003214631870,4580
MGYP000182035649,2017
MGYP006322970263,4581
MGYP000229838130,4582
MGYP001461468608,4583
MGYP000221068486,4584
MGYP006322805511,4585
MGYP002718549581,4586
MGYP005688757943,4587
MGYP001398506830,4588
MGYP006159535829,4589
MGYP000682986154,4590
MGYP001172345299,4591
MGYP003565737774,4592
MGYP003311028865,4593
MGYP005770025405,4594
MGYP003177761771,4595
MGYP003966884067,4596
MGYP002651875712,4597
MGYP004484935703,4598
MGYP001526803148,4598
MGYP000947901601,4599
MGYP003371453785,4600
MGYP000766884573,4601
MGYP002520194890,4602
MGYP000435503982,4603
MGYP003603158304,4604
MGYP001603565368,4605
MGYP006289105519,4606
MGYP001419820272,4607
MGYP001626541163,4608
MGYP001099597082,4609
MGYP004571446275,4609
MGYP002480340561,4610
MGYP003619269564,4611
MGYP001543412478,1799
MGYP001034251621,4612
MGYP001073554147,4613
MGYP003587171220,4614
MGYP004469800707,4615
MGYP001338063637,4616
MGYP003513942522,4616
MGYP002580502765,4617
MGYP003033086848,4618
MGYP000137218563,4619
MGYP003600032307,4620
MGYP000460887923,4621
MGYP006335068591,4622
MGYP001040576111,4623
MGYP001769318205,4624
MGYP000902143619,4625
MGYP003968208361,4626
MGYP001196144994,4626
MGYP001614853563,4627
MGYP001576822023,4628
MGYP002568012660,4629
MGYP006335809311,4630
MGYP000127585995,4631
MGYP006437429371,4632
MGYP000290842358,4633
MGYP000911384172,4634
MGYP000796761288,4635
MGYP002762749775,4636
MGYP000481731252,4637
MGYP002591118556,4637
MGYP001781615229,4638
MGYP001183645342,4639
MGYP005964016089,4640
MGYP000781608088,4641
MGYP002619750667,4642
MGYP006079332517,4643
MGYP002786484387,4644
MGYP001552155240,4645
MGYP003560526344,4645
MGYP000978494971,4646
MGYP003578978174,4647
MGYP000524098595,4648
MGYP006158917033,4649
MGYP001484563136,4650
MGYP001375154025,4651
MGYP001385076593,4652
MGYP000883543900,4653
MGYP005807024795,951
MGYP001815156811,4654
MGYP000708594564,4655
MGYP000451465661,4655
MGYP003963927981,4656
MGYP005767192623,4657
MGYP002770979309,4657
MGYP005859402045,4658
MGYP003575520365,4659
MGYP003417638955,4660
MGYP003243089770,4661
MGYP002641210564,4662
MGYP003107206250,4663
MGYP001673874303,4664
MGYP005964904425,4665
MGYP001212373465,4666
MGYP001472608558,4666
MGYP000166611200,4667
MGYP002626973002,4668
MGYP002653477921,4669
MGYP002524600388,4670
MGYP001484993269,4671
MGYP005828604513,4672
MGYP003505270379,4673
MGYP001412657292,4674
MGYP003488864379,4675
MGYP000831094332,4676
MGYP004529084851,4677
MGYP000488406546,4678
MGYP002631740994,4679
MGYP000794250388,1135
MGYP000799792598,1135
MGYP000584654800,4680
MGYP001317504267,4681
MGYP002630846112,4682
MGYP000920387487,4683
MGYP003314495548,3518
MGYP006110623099,4684
MGYP001367230593,4685
MGYP000913048923,4686
MGYP001056972453,4687
MGYP000790318078,4688
MGYP001032136582,4689
MGYP004547112865,4690
MGYP003096157069,4691
MGYP001312852856,4692
MGYP001217208682,4693
MGYP004676483525,4694
MGYP001044610859,4695
MGYP001533370336,4696
MGYP003255249356,4697
MGYP001429574425,4698
MGYP001384763341,4699
MGYP005665004045,4700
MGYP000680972929,4701
MGYP002413308470,4702
MGYP000897200713,4703
MGYP006324132827,4704
MGYP000848646543,4705
MGYP000653064413,4705
MGYP001511182278,4706
MGYP000931198247,4706
MGYP001608979465,4707
MGYP000390594659,4708
MGYP002618845211,4709
MGYP003597997211,4710
MGYP003421404977,4711
MGYP003539306134,4712
MGYP001771664581,4712
MGYP003480117141,4713
MGYP003456842461,4714
MGYP000038924490,4715
MGYP000128178681,4716
MGYP006156571463,4717
MGYP003089749677,4718
MGYP001536970269,4719
MGYP002054599364,4720
MGYP000990140698,4721
MGYP000037112059,4722
MGYP003392876535,4723
MGYP006782305045,4724
MGYP002370748859,4725
MGYP000989043445,4726
MGYP004640907479,4727
MGYP004674892225,4728
MGYP001782596963,4729
MGYP004476218063,4730
MGYP003608293863,4731
MGYP003412432551,4732
MGYP003575091559,4733
MGYP006263431031,4734
MGYP004580197813,4735
MGYP005970552375,4736
MGYP001776043403,4737
MGYP000938868561,4738
MGYP003224650992,4739
MGYP003408880994,4740
MGYP000879142180,4741
MGYP001291398068,4742
MGYP003449414264,4743
MGYP006363863737,4744
MGYP003506106510,4745
MGYP000843842011,4746
MGYP003986863867,4747
MGYP005700801545,4747
MGYP000320675381,4747
MGYP001482479627,4747
MGYP001337064203,4748
MGYP000540531450,4749
MGYP006185822987,4128
MGYP005730952229,4750
MGYP003968848259,4751
MGYP000743703134,393
MGYP001282129983,4752
MGYP002778128221,4753
MGYP005740849871,4753
MGYP001130613661,4754
MGYP003128159952,4755
MGYP001148344391,4756
MGYP000757541085,1917
MGYP001552427040,4757
MGYP003193030031,4758
MGYP003980859387,4759
MGYP001748896724,4760
MGYP000890668611,4761
MGYP005682282517,4762
MGYP001825358454,4763
MGYP001289368489,4764
MGYP005947183329,4765
MGYP004684340321,4766
MGYP003347598379,4767
MGYP000435863436,4768
MGYP003343113845,4769
MGYP002732154977,4770
MGYP001442879522,4771
MGYP001049284207,4771
MGYP001490566625,4772
MGYP001549389920,4773
MGYP001097195071,4773
MGYP003527530304,4774
MGYP005677611581,4775
MGYP005763537509,4776
MGYP005684487231,4776
MGYP004523216377,4777
MGYP004479366905,4778
MGYP001807889053,4779
MGYP001112721357,4779
MGYP000764272665,4780
MGYP002622364274,4781
MGYP001300464983,4782
MGYP001475140598,4783
MGYP003504960930,4784
MGYP000609980389,4785
MGYP000906710897,4785
MGYP003454984306,4786
MGYP001488419959,4787
MGYP001813123031,4788
MGYP000917547010,4789
MGYP002761611399,4790
MGYP000193484107,4791
MGYP001659320263,4792
MGYP000013385075,4793
MGYP005804509529,4794
MGYP000846587488,4794
MGYP002609916866,4794
MGYP003608123290,4795
MGYP000472189773,4796
MGYP002786060919,4797
MGYP000962359799,4798
MGYP003766148471,4799
MGYP001478963528,4800
MGYP002403938810,4801
MGYP000847539752,4802
MGYP002644168193,4803
MGYP002305921047,4804
MGYP002194589645,4805
MGYP000379049051,4806
MGYP005765852143,4807
MGYP003532231052,4808
MGYP000037574192,4809
MGYP002957357180,4810
MGYP001790815056,4811
MGYP004748068583,4812
MGYP000164356323,4813
MGYP001538913280,4814
MGYP000435490359,4815
MGYP006417361531,4816
MGYP000750531063,4817
MGYP002574317788,4818
MGYP003578436199,4819
MGYP002397072128,4820
MGYP000779310532,4821
MGYP002832120339,4822
MGYP003630979463,4823
MGYP001925757232,4824
MGYP000604353687,4825
MGYP006082433067,4826
MGYP000953898723,4827
MGYP002583412246,4828
MGYP003114622883,1888
MGYP000976860541,4829
MGYP000579573606,4830
MGYP003583954526,4831
MGYP000474697602,4831
MGYP002722334215,2525
MGYP001302123896,4832
MGYP002739312859,4833
MGYP003619712895,4834
MGYP000414708631,4835
MGYP000677697107,4836
MGYP000792261564,4837
MGYP003576619854,4838
MGYP000945946966,4839
MGYP001457775791,4840
MGYP001535143502,4841
MGYP000177802337,4842
MGYP001197728563,4843
MGYP001193178487,4844
MGYP005744988321,4845
MGYP002179923069,4846
MGYP003424812037,4847
MGYP000646391071,4848
MGYP000328792373,4848
MGYP000554260124,4849
MGYP002937122634,4850
MGYP001090667869,4851
MGYP000627112070,4852
MGYP006130090233,4853
MGYP003057767878,4854
MGYP004484451137,4855
MGYP003427008343,4856
MGYP006439517867,4857
MGYP005765226347,4858
MGYP006220681219,4859
MGYP001075412914,4860
MGYP005670613247,4861
MGYP003327527881,4862
MGYP003595728944,4863
MGYP001468226884,4864
MGYP006359768853,4865
MGYP001529210067,4866
MGYP006385375429,4867
MGYP005998980629,4868
MGYP000614939975,4869
MGYP003453251485,4870
MGYP001949340648,4871
MGYP002625827017,1696
MGYP002597998794,4872
MGYP000870892772,4873
MGYP005799421509,4874
MGYP000207230994,4874
MGYP004729244605,4875
MGYP000858125712,4876
MGYP003368194988,4877
MGYP001087477273,4878
MGYP001001149050,4879
MGYP003527276266,4880
MGYP000905054093,4881
MGYP000380435746,4882
MGYP000894222222,4883
MGYP001371278710,4884
MGYP002527714329,4885
MGYP003470313084,4886
MGYP001285344901,4887
MGYP000281542899,4888
MGYP003506652093,4889
MGYP003263050643,4890
MGYP001250799152,4891
MGYP001524747093,4892
MGYP002777931097,4893
MGYP000853584750,4894
MGYP001157798099,4895
MGYP004749447009,4896
MGYP001369528738,4897
MGYP001308386172,4898
MGYP005609508049,4899
MGYP001578063680,4900
MGYP001478054943,4901
MGYP003575040278,4902
MGYP000941965812,4903
MGYP006111053605,4904
MGYP003560902880,1301
MGYP002646942991,1301
MGYP004550963803,4905
MGYP000777741069,4906
MGYP003700043161,4907
MGYP004535836599,4908
MGYP003238985423,4909
MGYP001533181165,4910
MGYP000832707260,4911
MGYP006336804899,4912
MGYP000094196200,4913
MGYP001483630872,4914
MGYP000900734167,4915
MGYP001200145378,4916
MGYP002783979455,4917
MGYP002173240580,4918
MGYP001142171385,4919
MGYP001169481919,4920
MGYP003413221915,4921
MGYP002653698156,4922
MGYP005722771919,4923
MGYP002177883708,4924
MGYP003995548661,4925
MGYP000980304918,4926
MGYP001743485688,4927
MGYP002006059452,4928
MGYP001558092355,4929
MGYP001221289922,2968
MGYP003653618778,4930
MGYP001180936304,4930
MGYP001570647477,4931
MGYP002730609215,4932
MGYP002573288844,4933
MGYP000225648903,4934
MGYP002227747222,4935
MGYP000808482194,4936
MGYP005902193593,4937
MGYP003503919276,4938
MGYP001286095308,4939
MGYP003296919728,4940
MGYP006251729375,4941
MGYP003344923255,4942
MGYP002989130760,4943
MGYP003449617986,4944
MGYP001174427373,4945
MGYP002552620478,4946
MGYP001548094933,4947
MGYP002660868035,3711
MGYP006390095937,4948
MGYP001572271935,4949
MGYP001072483480,394
MGYP000732153936,393
MGYP002701134658,2434
MGYP003801840755,4950
MGYP000552171080,4951
MGYP005664744661,4952
MGYP005667160033,4952
MGYP003554777593,4953
MGYP003382255820,4954
MGYP001189138606,4954
MGYP000212885908,4955
MGYP000264341167,4956
MGYP003283821758,4957
MGYP000871695352,4958
MGYP002624365680,4959
MGYP000332900581,4960
MGYP000885477885,4961
MGYP001612696675,4962
MGYP002632139553,4963
MGYP000597767225,4964
MGYP003417481090,4965
MGYP000388440396,4966
MGYP003328310030,4967
MGYP000170251994,4968
MGYP006219937749,4969
MGYP005688491011,4970
MGYP006219193609,4952
MGYP001047890769,4971
MGYP002511013910,4972
MGYP000125911555,267
MGYP000217149633,4973
MGYP002730153183,4974
MGYP002270551991,4975
MGYP001367114008,4975
MGYP000088296277,4976
MGYP002649327000,4977
MGYP002856722999,816
MGYP000256246945,816
MGYP000493798833,816
MGYP002257641107,4978
MGYP002822455501,4979
MGYP001166768120,4980
MGYP000530503514,4981
MGYP001401751733,4982
MGYP001573430497,4983
MGYP000003541066,4984
MGYP001807868265,4985
MGYP003573775699,4986
MGYP000830400876,4987
MGYP006122488599,4988
MGYP001093710557,4989
MGYP000625095455,4990
MGYP000903445933,4991
MGYP002779789191,4992
MGYP003488569842,4993
MGYP001289065552,4994
MGYP002659676387,4995
MGYP005713063209,4996
MGYP005694132667,4996
MGYP003394718965,4997
MGYP001756695751,4998
MGYP006383151857,4999
MGYP004497621003,5000
MGYP000153978347,5001
MGYP003089078696,5002
MGYP001308087067,706
MGYP001165739910,1455
MGYP001189607464,5003
MGYP003086523709,5004
MGYP000511908613,5004
MGYP001324292718,5004
MGYP003307155267,5004
MGYP003300241855,5005
MGYP001510663808,5006
MGYP005846259281,5006
MGYP001572301604,5007
MGYP002609879015,5008
MGYP001765455840,5009
MGYP002789616045,5010
MGYP002531177725,5011
MGYP000758228087,5012
MGYP001458040490,5013
MGYP000616754513,5014
MGYP002801088069,5015
MGYP000321973646,5016
MGYP002683940113,5017
MGYP006087359723,826
MGYP006350759419,5018
MGYP002663108462,5019
MGYP003688954601,5020
MGYP005981982005,5021
MGYP000218101619,5022
MGYP003516022107,5023
MGYP000621474381,5024
MGYP003577291205,5025
MGYP000798183594,5026
MGYP001348819957,5027
MGYP002524906955,5028
MGYP003581602223,5029
MGYP002172416081,5030
MGYP003383862537,5031
MGYP005950531021,5032
MGYP003043018351,5033
MGYP004643397355,5034
MGYP006434516907,5035
MGYP000096329967,816
MGYP003687074803,5036
MGYP001472481660,5037
MGYP000736317458,5038
MGYP001229333728,5039
MGYP006339039801,2870
MGYP000665539537,5040
MGYP000302639462,778
MGYP000463854616,5041
MGYP001144648861,5042
MGYP006332712827,5043
MGYP003531774385,5044
MGYP000637829602,5045
MGYP004598129463,5046
MGYP000291617980,5047
MGYP001332173043,5048
MGYP001433099979,5049
MGYP002627968359,5050
MGYP000272037206,5051
MGYP003829994493,5052
MGYP001564010403,5053
MGYP003470930377,5054
MGYP005699070047,5055
MGYP004472948153,5056
MGYP005975428315,5057
MGYP001199468906,5058
MGYP006165061997,5059
MGYP001630990359,5060
MGYP002769559935,926
MGYP002517051456,926
MGYP000524637656,5061
MGYP002618249051,5062
MGYP003206693191,5063
MGYP000078565408,5064
MGYP000874668928,5065
MGYP001341253961,5065
MGYP005695144907,5066
MGYP006144625641,5067
MGYP001364317613,5068
MGYP001308990220,5069
MGYP001477877465,5070
MGYP000963979560,5071
MGYP002626552277,5072
MGYP003206985456,5073
MGYP003586777679,5074
MGYP001420364352,5075
MGYP000351649742,5076
MGYP000813347293,5077
MGYP000914157259,5078
MGYP006315903641,5079
MGYP000699739985,5080
MGYP002676982747,5080
MGYP000768156732,5081
MGYP006205882011,5082
MGYP001449180844,5083
MGYP001284703949,5084
MGYP001527959530,5085
MGYP001630962195,5086
MGYP003256331834,5087
MGYP006230187727,5088
MGYP001438227719,5088
MGYP000832435575,5089
MGYP000863941068,5090
MGYP001070954506,5091
MGYP003325339563,5092
MGYP000917256561,5093
MGYP001825958463,5094
MGYP005953084367,5095
MGYP001271055512,5096
MGYP002623270629,5097
MGYP000345889245,5098
MGYP000718537537,5099
MGYP001559529263,5100
MGYP003182467699,5101
MGYP000832204326,5102
MGYP001003773034,5103
MGYP003601992324,5104
MGYP000583885636,5105
MGYP006433504583,5106
MGYP001715435491,2602
MGYP001147374896,5107
MGYP001188193388,5108
MGYP002040036818,5109
MGYP002596375582,5110
MGYP001315477869,5111
MGYP001285560689,5112
MGYP000336466773,5113
MGYP005671026395,5114
MGYP003987842077,5115
MGYP000056820850,5116
MGYP003586939054,5117
MGYP000586866903,5118
MGYP001094273544,5119
MGYP001599136334,5120
MGYP001455950745,5121
MGYP001024951711,5122
MGYP006100916021,5123
MGYP002652307739,5124
MGYP006131556647,5125
MGYP003581593772,3252
MGYP003119737512,5126
MGYP000388689207,5127
MGYP000522591109,5128
MGYP001228566898,5128
MGYP002539164796,5129
MGYP003620210577,5130
MGYP001398160005,5131
MGYP000520472386,5132
MGYP000809019566,5133
MGYP000980310585,5134
MGYP002720975368,5135
MGYP000269088397,5136
MGYP003987952673,5137
MGYP003975052409,5138
MGYP003474901721,5139
MGYP001643345008,5140
MGYP001607018407,5141
MGYP000998066053,5142
MGYP002511502503,5143
MGYP000845159952,5144
MGYP001351133224,5145
MGYP001145676958,5146
MGYP004545802213,5146
MGYP001125464057,5147
MGYP001521892360,5148
MGYP001436979597,5148
MGYP000776360044,5149
MGYP006270996827,5150
MGYP001228239002,5151
MGYP003619592957,5151
MGYP003560229262,5152
MGYP003572814045,5153
MGYP002603750878,5154
MGYP006206245209,5155
MGYP002602603912,926
MGYP006150020613,5156
MGYP003995707561,5157
MGYP001793851783,5158
MGYP001009022113,5159
MGYP000471981367,5159
MGYP005999433989,5160
MGYP002782875070,5161
MGYP003134546694,5162
MGYP000934366030,5163
MGYP003532329095,5164
MGYP003943675989,5165
MGYP002652853935,5166
MGYP004640082051,5167
MGYP001428033154,5168
MGYP000680449276,5169
MGYP000874504004,5170
MGYP003082870250,5171
MGYP002759501406,5172
MGYP003319831267,5173
MGYP003492434218,5174
MGYP003619909170,5175
MGYP006109782985,5176
MGYP001352090796,5177
MGYP001098932684,5178
MGYP001537620181,5179
MGYP002685979888,5180
MGYP002747237135,5181
MGYP002519825551,5182
MGYP001272105677,5183
MGYP003476301181,5184
MGYP000366390576,5185
MGYP000888033421,5186
MGYP006270410685,5187
MGYP005865991629,5188
MGYP004600393865,5189
MGYP001258050071,5190
MGYP002713632242,5191
MGYP000120403903,5192
MGYP004675360521,5193
MGYP001315600641,300
MGYP003198382757,5194
MGYP002517555041,5195
MGYP001533396646,5196
MGYP006178909271,393
MGYP005873042661,5197
MGYP001236358508,5198
MGYP001481820706,5199
MGYP003562556033,5200
MGYP001248403364,5201
MGYP002747063167,5202
MGYP001769098967,5203
MGYP003678872203,5204
MGYP002840813202,5205
MGYP003578421069,5206
MGYP003557608330,5207
MGYP000262316149,5208
MGYP000262264970,5209
MGYP000410522061,5210
MGYP000841902134,5210
MGYP000094194333,5211
MGYP002509500923,5212
MGYP000693601122,5213
MGYP002680090387,5214
MGYP006215178339,5215
MGYP000856859079,5216
MGYP002282983923,5217
MGYP000131229032,5218
MGYP001401224041,5219
MGYP000175620101,5219
MGYP005859212483,5219
MGYP003580900279,5220
MGYP006144793595,5221
MGYP004675732923,5222
MGYP003527882135,5223
MGYP002510692798,5224
MGYP001428369870,5224
MGYP002721826158,5225
MGYP003253654226,5226
MGYP006104113923,5227
MGYP004732065085,5228
MGYP005666389529,5229
MGYP000177824077,5230
MGYP000305629456,393
MGYP000987231612,5231
MGYP004552178523,5231
MGYP005850230669,5232
MGYP005679397317,2434
MGYP001006644545,5233
MGYP003509947538,5234
MGYP003487003884,5235
MGYP005876065489,5236
MGYP001259278942,5237
MGYP001111855207,5238
MGYP003199771262,5239
MGYP002555757994,5239
MGYP000184655620,5240
MGYP002555752264,5241
MGYP000994757631,5242
MGYP000221157507,5243
MGYP003392036030,5244
MGYP001405209684,5245
MGYP003378577729,5246
MGYP001783165033,5247
MGYP000953253175,5248
MGYP001787896205,5249
MGYP001330343029,5250
MGYP005722236935,5251
MGYP001669380491,5251
MGYP001551522864,5252
MGYP000835490190,5253
MGYP001609667100,5254
MGYP000758179688,5255
MGYP005675662425,5256
MGYP000354420391,5257
MGYP002968656732,5258
MGYP000930955845,5259
MGYP001482899688,5260
MGYP002801987688,5261
MGYP002513332962,5262
MGYP002752691849,5263
MGYP005718578233,5264
MGYP003240015534,5265
MGYP005849217255,5266
MGYP000878150153,5267
MGYP003481553808,5268
MGYP001468651438,5269
MGYP003496837574,5270
MGYP000910271735,5271
MGYP002514352651,5272
MGYP001401802615,5273
MGYP001223324863,5273
MGYP001768204287,5274
MGYP003499248226,5275
MGYP006000556215,5276
MGYP003324870992,5277
MGYP001404997607,5278
MGYP001194037749,5279
MGYP001818255131,5280
MGYP004418875573,5281
MGYP004623474885,5282
MGYP003400972856,5283
MGYP006286261291,5284
MGYP001451964752,5285
MGYP002786391824,967
MGYP000844053376,5286
MGYP001362991252,5287
MGYP000698696553,5288
MGYP000378418069,5289
MGYP000251608465,5289
MGYP000529729969,5290
MGYP000397338767,5291
MGYP000000851653,5292
MGYP000476375161,5293
MGYP000074936676,5294
MGYP002509027727,5295
MGYP001825253517,5296
MGYP002579462407,4208
MGYP006366212727,5297
MGYP002579945801,5298
MGYP001776560522,5298
MGYP001379976276,5299
MGYP000648381231,5300
MGYP002755632459,5301
MGYP002555797718,1030
MGYP003611999507,1030
MGYP003347885529,5302
MGYP002008164754,5303
MGYP003577806953,337
MGYP001187825155,5304
MGYP001589300904,5305
MGYP000207204319,5306
MGYP003706392419,5307
MGYP003985597639,5308
MGYP000660393135,5309
MGYP002723719987,5310
MGYP002020262378,5311
MGYP000908981725,5312
MGYP001490446783,5313
MGYP001659278601,5314
MGYP003493452711,5315
MGYP003508224466,5316
MGYP003164188386,5317
MGYP001470825754,5318
MGYP000992844506,5319
MGYP002869156901,5320
MGYP001130643158,5321
MGYP003342918755,1399
MGYP000413224914,5322
MGYP004564016727,5323
MGYP006103149643,5324
MGYP006250151023,5325
MGYP002637817078,5325
MGYP002800170797,5326
MGYP001045111018,5327
MGYP003334498740,5328
MGYP001018517742,5329
MGYP005764730069,5330
MGYP003142738360,5331
MGYP003154626495,5331
MGYP001193380805,5332
MGYP003375839067,5333
MGYP000965932755,5334
MGYP003647097268,5335
MGYP002780053827,5336
MGYP001773770218,5337
MGYP001585115100,5338
MGYP001558097531,5339
MGYP005843168085,5340
MGYP001421887610,5341
MGYP000701371814,1799
MGYP003387534719,5342
MGYP003473457694,5343
MGYP001171607123,5344
MGYP001730631786,5345
MGYP002780337124,5346
MGYP005871068323,5347
MGYP001278573178,5348
MGYP001061782921,5349
MGYP005798739785,5349
MGYP001052836487,5350
MGYP001407662808,5351
MGYP001377782011,5352
MGYP001236585035,5353
MGYP000618883068,5354
MGYP000202838775,93
MGYP003273748327,93
MGYP004638681677,5355
MGYP005993276961,5356
MGYP001452605927,5356
MGYP001419927765,5356
MGYP004551189317,5357
MGYP001837412478,5358
MGYP000060965709,5359
MGYP002775898623,5360
MGYP000992782221,5361
MGYP000094007635,5362
MGYP001301863165,5363
MGYP003479311019,5364
MGYP003591961198,5365
MGYP004478882161,5366
MGYP001471567099,5367
MGYP002746998130,5368
MGYP000465708321,5369
MGYP001741601108,5370
MGYP006348404561,5371
MGYP002735416358,5372
MGYP001256618604,5373
MGYP000970250402,5374
MGYP002518106398,1717
MGYP003172235765,5375
MGYP000892552533,5376
MGYP000723668019,5377
MGYP001144774292,5377
MGYP001176396854,5378
MGYP002147868255,5379
MGYP000815103488,5380
MGYP000905291823,5381
MGYP001133937005,5382
MGYP006439932059,5383
MGYP001290989806,5384
MGYP001066163902,505
MGYP006125905615,3112
MGYP001570300506,5385
MGYP001499376749,5386
MGYP004459756781,5387
