protein,biome,cluster
MGYP005769317593,unknown,3497
MGYP000886539414,unknown,760
MGYP002044942994,unknown,4955
MGYP000038231701,unknown,4956
MGYP000937541520,unknown,4957
MGYP001259278942,unknown,4958
MGYP000727455528,unknown,4959
MGYP003700043161,unknown,4960
MGYP000908058492,unknown,4961
MGYP000910923565,unknown,4962
MGYP000949215530,unknown,4962
MGYP003434520897,unknown,4962
MGYP003492012954,unknown,4963
MGYP000034842731,unknown,4964
MGYP001583386257,unknown,4965
MGYP002680013344,unknown,4966
MGYP006163744063,unknown,4967
MGYP000499920497,unknown,4968
MGYP006209813933,unknown,4969
MGYP004714209683,unknown,4970
MGYP002855848384,unknown,4971
MGYP001819411715,unknown,4971
MGYP001127503984,unknown,4972
MGYP003331498832,unknown,4973
MGYP003441358784,unknown,293
MGYP001612839576,unknown,4974
MGYP004608552431,unknown,4975
MGYP005848860469,unknown,4976
MGYP001236199209,unknown,4977
MGYP001030323941,unknown,4977
MGYP006206268669,unknown,4977
MGYP002655016702,unknown,4978
MGYP003311109727,unknown,4979
MGYP006295313979,unknown,4980
MGYP001529210067,unknown,4981
MGYP006385375429,unknown,4982
MGYP005998980629,unknown,4983
MGYP000982681924,unknown,4984
MGYP001351133224,unknown,4985
MGYP002730443936,unknown,4986
MGYP002514952291,unknown,4986
MGYP002136429277,unknown,1293
MGYP002832150154,unknown,1293
MGYP002735758816,unknown,1293
MGYP000159137439,unknown,4987
MGYP001630967902,unknown,4988
MGYP001125464057,unknown,4989
MGYP003262874282,unknown,4990
MGYP000628805027,unknown,4991
MGYP003339311385,unknown,4992
MGYP003491642662,unknown,4992
MGYP001087477273,unknown,4993
MGYP000195142353,unknown,4994
MGYP000885477885,unknown,4995
MGYP005711180895,unknown,4996
MGYP000416600237,unknown,4997
MGYP004598455273,unknown,4997
MGYP001612696675,unknown,4998
MGYP002632139553,unknown,4999
MGYP001483119031,unknown,5000
MGYP003584394198,unknown,5000
MGYP000648555663,unknown,5000
MGYP001008299999,unknown,5001
MGYP005999433989,unknown,5002
MGYP002782875070,unknown,5003
MGYP003134546694,unknown,5004
MGYP000934366030,unknown,5005
MGYP002709000100,unknown,5006
MGYP006289105519,unknown,5007
MGYP001639166160,unknown,5008
MGYP003456014547,unknown,5009
MGYP002635996950,unknown,5010
MGYP001553575918,unknown,5011
MGYP000063537359,unknown,5012
MGYP006158495155,unknown,5013
MGYP001118354846,unknown,5014
MGYP003501742498,unknown,5015
MGYP006115297147,unknown,5016
MGYP006276895671,unknown,5017
MGYP001264645502,unknown,5018
MGYP001062362363,unknown,5019
MGYP003341461258,unknown,5020
MGYP001287615680,unknown,5021
MGYP001194248633,unknown,5022
MGYP000948187633,unknown,5023
MGYP001790236949,unknown,5024
MGYP000443654312,unknown,5025
MGYP001565470211,unknown,5026
MGYP003398462149,unknown,5027
MGYP001724374185,unknown,5028
MGYP003429553001,unknown,5029
MGYP003203316858,unknown,5030
MGYP002759501406,unknown,5031
MGYP003537644314,unknown,5032
MGYP001401751733,unknown,5033
MGYP000451465661,unknown,5034
MGYP000708594564,unknown,5034
MGYP003442953511,unknown,5035
MGYP002680076828,unknown,5035
MGYP001166231958,unknown,5036
MGYP003557133357,unknown,5037
MGYP002711666967,unknown,5038
MGYP005609508049,unknown,5039
MGYP000730512122,unknown,5040
MGYP001030491238,unknown,5041
MGYP005843681229,unknown,5042
MGYP006164523527,unknown,5043
MGYP001299560794,unknown,5044
MGYP001613295618,unknown,5045
MGYP001110699276,unknown,5046
MGYP003621482717,unknown,5047
MGYP004591452383,unknown,4436
MGYP005671563937,unknown,5048
MGYP001319727097,unknown,5049
MGYP000972785791,unknown,679
MGYP000622976335,unknown,5050
MGYP006097603149,unknown,5050
MGYP006190027085,unknown,5051
MGYP001423412597,unknown,5052
MGYP000558094964,unknown,5053
MGYP003416591344,unknown,5054
MGYP002011527682,unknown,5055
MGYP002564677009,unknown,5056
MGYP000823051272,unknown,5057
MGYP002564422449,unknown,5058
MGYP001499203625,unknown,5059
MGYP003215225499,unknown,5060
MGYP000162939729,unknown,5061
MGYP003589672560,unknown,5062
MGYP003746773063,unknown,5063
MGYP005794544873,unknown,5064
MGYP001419292214,unknown,5065
MGYP000439971425,unknown,5066
MGYP001548583292,unknown,5067
MGYP000258193147,unknown,5067
MGYP002798682639,unknown,5068
MGYP003638076825,unknown,5069
MGYP003576619854,unknown,5070
MGYP000945946966,unknown,5071
MGYP003258833853,unknown,5072
MGYP006365149907,unknown,5073
MGYP002055206703,unknown,5074
MGYP002754752054,unknown,5075
MGYP001619847400,unknown,5076
MGYP003119737512,unknown,5077
MGYP000786594703,unknown,5078
MGYP001353785270,unknown,5079
MGYP001537911777,unknown,5080
MGYP000104021319,unknown,5081
MGYP005832865601,unknown,5082
MGYP000523823235,unknown,5083
MGYP001328395489,unknown,5084
MGYP000016309085,unknown,5085
MGYP000979346346,unknown,5086
MGYP001363613961,unknown,5087
MGYP003613607557,unknown,5088
MGYP002662203626,unknown,5089
MGYP003439282439,unknown,5090
MGYP004677076191,unknown,5091
MGYP001095594007,unknown,5092
MGYP001740796319,unknown,4390
MGYP002641542485,unknown,5093
MGYP001550379247,unknown,5094
MGYP002478201914,unknown,5095
MGYP003485526076,unknown,5096
MGYP000789800412,unknown,5097
MGYP001941768053,unknown,5098
MGYP001467622948,unknown,5099
MGYP005985315435,unknown,5100
MGYP002712238367,unknown,5101
MGYP002660882106,unknown,5102
MGYP003364544668,unknown,5103
MGYP001238184210,unknown,5104
MGYP001482152150,unknown,5105
MGYP000198075945,unknown,5106
MGYP000178592769,unknown,1212
MGYP001157111249,unknown,5107
MGYP002241904947,unknown,5108
MGYP000885533207,unknown,5109
MGYP001152501028,unknown,5110
MGYP000367132586,unknown,5111
MGYP004524390897,unknown,5112
MGYP000678096489,unknown,5113
MGYP000778033499,unknown,5114
MGYP002420924505,unknown,5115
MGYP000803955768,unknown,5116
MGYP001018145591,unknown,5117
MGYP004463700991,unknown,5118
MGYP001458231309,unknown,5119
MGYP001421646726,unknown,5120
MGYP001034251621,unknown,5121
MGYP001073554147,unknown,5122
MGYP003587171220,unknown,5123
MGYP003471462611,unknown,5124
MGYP000429219052,unknown,5125
MGYP001442278158,unknown,5126
MGYP001230709209,unknown,5127
MGYP001471549537,unknown,5128
MGYP003603674795,unknown,5129
MGYP001290310142,unknown,62
MGYP003345521513,unknown,5130
MGYP000366517440,unknown,5131
MGYP000881380093,unknown,5132
MGYP001121885955,unknown,5133
MGYP002752088464,unknown,5134
MGYP003488569842,unknown,5135
MGYP000301472626,unknown,524
MGYP003971474691,unknown,5136
MGYP000155871190,unknown,5137
MGYP001958939245,unknown,5138
MGYP000366390576,unknown,5139
MGYP002767861431,unknown,5140
MGYP004677088949,unknown,5141
MGYP002709491788,unknown,5141
MGYP001310709159,unknown,5142
MGYP000924251834,unknown,5143
MGYP004002839055,unknown,5144
MGYP000993938066,unknown,5145
MGYP003202025541,unknown,5146
MGYP003468331182,unknown,5147
MGYP000722347803,unknown,5148
MGYP001513448850,unknown,5149
MGYP000878215083,unknown,5150
MGYP001095192155,unknown,5151
MGYP006448266589,unknown,5152
MGYP006226917299,unknown,5153
MGYP000798324088,unknown,5154
MGYP003000425956,unknown,5154
MGYP000917256561,unknown,5155
MGYP003056995011,unknown,5156
MGYP001435117672,unknown,5157
MGYP003863448887,unknown,5158
MGYP001793276856,unknown,5159
MGYP002779421164,unknown,5160
MGYP005643611669,unknown,5161
MGYP002407445750,unknown,5162
MGYP003589138206,unknown,5162
MGYP001376613351,unknown,5163
MGYP001116679572,unknown,5164
MGYP000776151726,unknown,5165
MGYP000898599852,unknown,5166
MGYP002351220063,unknown,5167
MGYP001768749974,unknown,5168
MGYP001625507657,unknown,5169
MGYP005981982005,unknown,5170
MGYP003634336737,unknown,5171
MGYP003234466264,unknown,5172
MGYP001073193982,unknown,5172
MGYP001799509434,unknown,5173
MGYP001538619432,unknown,5174
MGYP003322801404,unknown,5175
MGYP003344410437,unknown,5176
MGYP003440211932,unknown,5177
MGYP000494297905,unknown,5178
MGYP005831293371,unknown,5179
MGYP001013655592,unknown,5180
MGYP002517409198,unknown,5181
MGYP001431505650,unknown,5182
MGYP001096109732,unknown,5183
MGYP001026514731,unknown,5184
MGYP005754808737,unknown,4977
MGYP001356670598,unknown,4977
MGYP003718220287,unknown,5185
MGYP002700647584,unknown,5186
MGYP001257724477,unknown,5186
MGYP001135886340,unknown,5187
MGYP003578379064,unknown,5188
MGYP006289701985,unknown,5189
MGYP000494614794,unknown,5190
MGYP001404997607,unknown,5191
MGYP001194037749,unknown,5192
MGYP001818255131,unknown,5193
MGYP001591052200,unknown,5194
MGYP002774903566,unknown,5195
MGYP000148302196,unknown,5196
MGYP003378897403,unknown,5197
MGYP006268432085,unknown,5198
MGYP005983688987,unknown,5199
MGYP001462176771,unknown,619
MGYP000998264069,unknown,5200
MGYP005834181811,unknown,5201
MGYP003215411895,unknown,5202
MGYP000597767225,unknown,5203
MGYP003417481090,unknown,5204
MGYP006359554611,unknown,5205
MGYP001787984317,unknown,5206
MGYP000750542114,unknown,5207
MGYP002545255062,unknown,5208
MGYP003517548401,unknown,5209
MGYP001157798099,unknown,5210
MGYP004749447009,unknown,5211
MGYP002869623288,unknown,5212
MGYP003582833474,unknown,5213
MGYP005980133929,unknown,5213
MGYP002646305518,unknown,5214
MGYP003215833499,unknown,5215
MGYP000687828388,unknown,5216
MGYP000209996888,unknown,5217
MGYP003724351767,unknown,5218
MGYP001552591302,unknown,5219
MGYP001266952097,unknown,5220
MGYP001139083750,unknown,5221
MGYP005971797129,unknown,5222
MGYP003985582245,unknown,5223
MGYP004623627365,unknown,5224
MGYP002777288796,unknown,5225
MGYP000789246587,unknown,5226
MGYP002654936499,unknown,5227
MGYP003326297981,unknown,5228
MGYP000494337716,unknown,612
MGYP005793760223,unknown,612
MGYP001618617845,unknown,612
MGYP001308957737,unknown,612
MGYP001196393065,unknown,5229
MGYP006201812833,unknown,5230
MGYP003322953602,unknown,5231
MGYP005860484399,unknown,5232
MGYP002618249051,unknown,5233
MGYP000796831256,unknown,5234
MGYP000981522792,unknown,5235
MGYP002614320477,unknown,5236
MGYP000536197522,unknown,5237
MGYP000404608521,unknown,5238
MGYP001633656152,unknown,5238
MGYP006195270361,unknown,5239
MGYP000693601122,unknown,5240
MGYP000094194333,unknown,5241
MGYP002644346666,unknown,5242
MGYP006267779141,unknown,5243
MGYP000850525002,unknown,5244
MGYP000940784137,unknown,5245
MGYP003403629590,unknown,5246
MGYP001382369921,unknown,5247
MGYP000192905569,unknown,5248
MGYP003248249459,unknown,4804
MGYP006282963185,unknown,5249
MGYP001783165033,unknown,5250
MGYP000953253175,unknown,5251
MGYP001787896205,unknown,5252
MGYP002776720703,unknown,5253
MGYP003640215202,unknown,5254
MGYP006165251999,unknown,5255
MGYP002637592968,unknown,5256
MGYP000533136041,unknown,5257
MGYP000100339669,unknown,5258
MGYP001585931567,unknown,5259
MGYP000899065019,unknown,5260
MGYP002605332936,unknown,5261
MGYP001072790414,unknown,5262
MGYP005713865645,unknown,5263
MGYP001971397935,unknown,5263
MGYP000752804340,unknown,5264
MGYP005939024869,unknown,5265
MGYP000091633708,unknown,5265
MGYP000728909740,unknown,5265
MGYP004564396289,unknown,5265
MGYP005882980079,unknown,5265
MGYP000875429390,unknown,5266
MGYP000779310532,unknown,5267
MGYP003248219672,unknown,5268
MGYP000995224750,unknown,5269
MGYP001106555286,unknown,5270
MGYP001392885366,unknown,5271
MGYP001350787947,unknown,5271
MGYP006319090721,unknown,5272
MGYP000567697538,unknown,5273
MGYP003459358444,unknown,572
MGYP001008589665,unknown,5274
MGYP001545038099,unknown,5275
MGYP000758228087,unknown,5276
MGYP001458040490,unknown,5277
MGYP003343526954,unknown,5278
MGYP000835944116,unknown,5279
MGYP000616754513,unknown,5280
MGYP004454099887,unknown,5281
MGYP000692866702,unknown,187
MGYP001210915688,unknown,5282
MGYP001755856027,unknown,5283
MGYP000963832240,unknown,5284
MGYP003468978486,unknown,5285
MGYP003268410291,unknown,5286
MGYP006237950979,unknown,5287
MGYP006073369661,unknown,564
MGYP000426555412,unknown,5288
MGYP003340374421,unknown,5289
MGYP006112521461,unknown,5290
MGYP003413149846,unknown,5291
MGYP006304463843,unknown,5292
MGYP002784090625,unknown,5293
MGYP001578464549,unknown,5294
MGYP006071491119,unknown,5294
MGYP005675070439,unknown,5295
MGYP001828068644,unknown,5296
MGYP003608286514,unknown,5297
MGYP005731998739,unknown,5298
MGYP004678553911,unknown,5299
MGYP002610547287,unknown,5300
MGYP000685519968,unknown,5301
MGYP000150306753,unknown,5302
MGYP001170961025,unknown,5303
MGYP001943609413,unknown,5304
MGYP001056972453,unknown,5305
MGYP002655192407,unknown,5306
MGYP000310990012,unknown,5307
MGYP001492860720,unknown,5308
MGYP003157292146,unknown,5309
MGYP003576532868,unknown,5310
MGYP006285959521,unknown,5311
MGYP006080741587,unknown,5312
MGYP006187416963,unknown,5313
MGYP004629789995,unknown,5314
MGYP001524225831,unknown,5315
MGYP000438492093,unknown,5316
MGYP002604969440,unknown,5317
MGYP006309556929,unknown,5318
MGYP001600358326,unknown,5319
MGYP001608979465,unknown,5320
MGYP001376520107,unknown,5321
MGYP000638446961,unknown,5322
MGYP001277028029,unknown,5323
MGYP003512438021,unknown,5324
MGYP001365990706,unknown,5325
MGYP001208329015,unknown,5326
MGYP002229648633,unknown,5327
MGYP001286050751,unknown,5328
MGYP003643958435,unknown,5329
MGYP005730054707,unknown,5330
MGYP000344833075,unknown,5331
MGYP000108190361,unknown,5332
MGYP002706187655,unknown,5333
MGYP000462199708,unknown,5334
MGYP001563692507,unknown,5335
MGYP000363375514,unknown,5336
MGYP002711861001,unknown,5336
MGYP006140509109,unknown,5337
MGYP002912560541,unknown,5338
MGYP003988117583,unknown,5339
MGYP003840777423,unknown,3001
MGYP006164915537,unknown,5340
MGYP006223404591,unknown,5341
MGYP000193484107,unknown,5342
MGYP003701295017,unknown,5343
MGYP001659320263,unknown,5344
MGYP006189462699,unknown,5345
MGYP001770479119,unknown,5346
MGYP002737950596,unknown,5347
MGYP000343603186,unknown,5348
MGYP002542703897,unknown,5349
MGYP000234373981,unknown,5350
MGYP002778398668,unknown,5351
MGYP001144905092,unknown,5352
MGYP000157931331,unknown,5353
MGYP002679002954,unknown,5354
MGYP002801987688,unknown,5355
MGYP000909281567,unknown,5356
MGYP000873260482,unknown,5357
MGYP005879506375,unknown,5358
MGYP001491084672,unknown,5359
MGYP003962917749,unknown,5360
MGYP003495394526,unknown,5361
MGYP004008080075,unknown,5362
MGYP000172774034,unknown,5363
MGYP000230526795,unknown,5364
MGYP000912213834,unknown,4
MGYP002641210564,unknown,5365
MGYP001155166506,unknown,5366
MGYP004556104913,unknown,5367
MGYP000981617038,unknown,5368
MGYP003586695797,unknown,5369
MGYP002396047130,unknown,5370
MGYP002634050092,unknown,4576
MGYP001359435958,unknown,4576
MGYP001314435091,unknown,4576
MGYP001288687170,unknown,5371
MGYP001542972654,unknown,5372
MGYP000163709365,unknown,5373
MGYP003206045972,unknown,5374
MGYP001100592727,unknown,5374
MGYP001088623768,unknown,5374
MGYP001790967844,unknown,5375
MGYP001224557563,unknown,5376
MGYP000249604889,unknown,5377
MGYP003114229914,unknown,628
MGYP001327000428,unknown,5378
MGYP001429934538,unknown,5379
MGYP002092101196,unknown,5380
MGYP002625942881,unknown,5381
MGYP000518879103,unknown,5382
MGYP000264678504,unknown,5383
MGYP001038045723,unknown,5384
MGYP002589747011,unknown,5385
MGYP002538989142,unknown,5386
MGYP004602185737,unknown,5386
MGYP002733436569,unknown,5387
MGYP001739853793,unknown,5388
MGYP000805902220,unknown,5389
MGYP000092152913,unknown,5390
MGYP005734678199,unknown,5391
MGYP000633025001,unknown,5392
MGYP001746271403,unknown,5393
MGYP003993894441,unknown,5394
MGYP002734729725,unknown,5395
MGYP000229593276,unknown,5396
MGYP003979385371,unknown,5397
MGYP002193337726,unknown,5398
MGYP003346717221,unknown,5399
MGYP003130881548,unknown,5400
MGYP000029442848,unknown,5401
MGYP000347172294,unknown,5402
MGYP002135525495,unknown,5403
MGYP003167285653,unknown,2595
MGYP000899882899,unknown,5404
MGYP002859061981,unknown,5404
MGYP001256355773,unknown,5404
MGYP003380618917,unknown,5405
MGYP000172610393,unknown,5406
MGYP003394865692,unknown,5407
MGYP003395781321,unknown,5408
MGYP003692253799,unknown,5409
MGYP000833127130,unknown,5410
MGYP000945601164,unknown,5411
MGYP002237560707,unknown,5412
MGYP003503417340,unknown,5413
MGYP000768156732,unknown,5414
MGYP006205882011,unknown,5415
MGYP001296091638,unknown,5416
MGYP001288301384,unknown,5417
MGYP003331247838,unknown,5418
MGYP001250440763,unknown,5419
MGYP001375154025,unknown,5420
MGYP001385076593,unknown,5421
MGYP000883543900,unknown,5422
MGYP002543922701,unknown,5423
MGYP000814546679,unknown,5424
MGYP000657936327,unknown,5425
MGYP006248185441,unknown,3945
MGYP001282129983,unknown,5426
MGYP002333339273,unknown,5427
MGYP002783996105,unknown,5428
MGYP005671026395,unknown,5429
MGYP003987842077,unknown,5430
MGYP000056820850,unknown,5431
MGYP003586939054,unknown,5432
MGYP002531693958,unknown,5433
MGYP001038438269,unknown,5434
MGYP000320090218,unknown,5435
MGYP003364911753,unknown,5436
MGYP000055829537,unknown,5437
MGYP003562188087,unknown,5438
MGYP000403036362,unknown,5439
MGYP003227561369,unknown,5440
MGYP006444651889,unknown,5441
MGYP006277442707,unknown,5442
MGYP005828604513,unknown,5443
MGYP003505270379,unknown,5444
MGYP001591874834,unknown,5445
MGYP000312849783,unknown,2651
MGYP003966884067,unknown,5446
MGYP002733681578,unknown,5447
MGYP000476812394,unknown,5448
MGYP003253846916,unknown,5449
MGYP001411158083,unknown,3945
MGYP006385376131,unknown,5450
MGYP002388558172,unknown,5451
MGYP003717981753,unknown,5452
MGYP004689623801,unknown,5453
MGYP003604677042,unknown,5454
MGYP006289215747,unknown,5455
MGYP003330581014,unknown,5456
MGYP003352579075,unknown,5457
MGYP000212337723,unknown,5458
MGYP000007659587,unknown,5459
MGYP002619495630,unknown,5460
MGYP003257414405,unknown,2574
MGYP000334802206,unknown,5461
MGYP003138393730,unknown,5462
MGYP003254372261,unknown,5463
MGYP002863585162,unknown,5464
MGYP000020905948,unknown,5465
MGYP004492545795,unknown,5466
MGYP000438952785,unknown,5467
MGYP001596367150,unknown,5468
MGYP000995636681,unknown,5469
MGYP003334736625,unknown,5470
MGYP005750306643,unknown,5471
MGYP004676246629,unknown,5472
MGYP000799338229,unknown,5473
MGYP002653098254,unknown,5474
MGYP001072483480,unknown,628
MGYP004674892225,unknown,5475
MGYP003608293863,unknown,5476
MGYP003412432551,unknown,5477
MGYP001417377538,unknown,5478
MGYP003447825031,unknown,5479
MGYP001983563073,unknown,5480
MGYP001591088141,unknown,5481
MGYP002789743164,unknown,5482
MGYP005688491011,unknown,5483
MGYP006213981789,unknown,5484
MGYP000780634008,unknown,5485
MGYP001123054156,unknown,5486
MGYP002854115057,unknown,5487
MGYP000832204326,unknown,5488
MGYP001003773034,unknown,5489
MGYP000736143439,unknown,5490
MGYP003359348846,unknown,1841
MGYP001572301604,unknown,5491
MGYP002609879015,unknown,5492
MGYP004696296237,unknown,5493
MGYP006350579047,unknown,5494
MGYP002642134811,unknown,5495
MGYP000890500301,unknown,5496
MGYP006208893139,unknown,5497
MGYP000934847903,unknown,5498
MGYP003344312136,unknown,5499
MGYP001428902320,unknown,5499
MGYP000853914125,unknown,5500
MGYP003381841146,unknown,5501
MGYP001348819957,unknown,5502
MGYP002775898623,unknown,5503
MGYP000797182747,unknown,5504
MGYP001098687868,unknown,5505
MGYP006158458379,unknown,5506
MGYP001231509982,unknown,5507
MGYP001556586568,unknown,5508
MGYP000435503982,unknown,5509
MGYP003603158304,unknown,5510
MGYP001603565368,unknown,5511
MGYP000264341167,unknown,5512
MGYP003283821758,unknown,5513
MGYP000871695352,unknown,5514
MGYP002624365680,unknown,5515
MGYP000332900581,unknown,5516
MGYP000677813776,unknown,5517
MGYP003243547532,unknown,5518
MGYP000447222129,unknown,5519
MGYP003599242240,unknown,5520
MGYP004598129463,unknown,5521
MGYP000291617980,unknown,5522
MGYP001332173043,unknown,5523
MGYP001433099979,unknown,5524
MGYP002627968359,unknown,5525
MGYP006125905615,unknown,5526
MGYP001159606895,unknown,5526
MGYP001570300506,unknown,5527
MGYP001499376749,unknown,5528
MGYP001348133182,unknown,5529
MGYP000853199756,unknown,5530
MGYP001025815083,unknown,5531
MGYP000982971432,unknown,5532
MGYP001393503415,unknown,5533
MGYP000980176661,unknown,5534
MGYP003034487450,unknown,5535
MGYP002728480265,unknown,5536
MGYP003577928614,unknown,5537
MGYP002724410831,unknown,5538
MGYP002940235459,unknown,5539
MGYP003282757990,unknown,1193
MGYP000135262466,unknown,1193
MGYP006098824847,unknown,5540
MGYP001151967089,unknown,5541
MGYP006286774881,unknown,5542
MGYP003336069824,unknown,5543
MGYP003136903000,unknown,5544
MGYP000434760797,unknown,5545
MGYP002702348006,unknown,5545
MGYP002780053827,unknown,5546
MGYP001166950922,unknown,5547
MGYP001298773168,unknown,5548
MGYP003916480229,unknown,5549
MGYP000643636721,unknown,5550
MGYP000741554171,unknown,5551
MGYP002684663917,unknown,5552
MGYP003598286792,unknown,5553
MGYP003608462532,unknown,5553
MGYP002281465316,unknown,5554
MGYP005977277351,unknown,5555
MGYP003963927981,unknown,5556
MGYP005859402045,unknown,5557
MGYP003380929545,unknown,2078
MGYP006137222455,unknown,5558
MGYP001377869824,unknown,5559
MGYP001549977612,unknown,5560
MGYP002789616045,unknown,5561
MGYP002531177725,unknown,5562
MGYP001427087263,unknown,5563
MGYP001526845477,unknown,5564
MGYP002653922819,unknown,5565
MGYP000416611466,unknown,5566
MGYP001739758086,unknown,5567
MGYP003482116588,unknown,5568
MGYP002744806945,unknown,5569
MGYP005706358271,unknown,5570
MGYP002785666361,unknown,5571
MGYP000717916955,unknown,5572
MGYP003137384359,unknown,5572
MGYP003948407143,unknown,5573
MGYP000352627495,unknown,441
MGYP000435502247,unknown,441
MGYP001672714889,unknown,5574
MGYP000580849512,unknown,5575
MGYP001345618668,unknown,5576
MGYP003342897523,unknown,5577
MGYP000873794735,unknown,5578
MGYP003504063951,unknown,5579
MGYP002521577600,unknown,5580
MGYP000304306803,unknown,5580
MGYP000124620168,unknown,5581
MGYP005757266459,unknown,5582
MGYP000489824114,unknown,5583
MGYP004510130137,unknown,5584
MGYP001741437678,unknown,5585
MGYP001384763341,unknown,5586
MGYP005665004045,unknown,5587
MGYP002646175144,unknown,5588
MGYP005785089963,unknown,5589
MGYP000949195639,unknown,5590
MGYP000957945704,unknown,5591
MGYP001007791119,unknown,5592
MGYP001046568101,unknown,5593
MGYP001438651280,unknown,5594
MGYP006122083369,unknown,5595
MGYP002772934938,unknown,5596
MGYP006235046273,unknown,5597
MGYP001221267998,unknown,5598
MGYP003482348508,unknown,5599
MGYP005922797163,unknown,5600
MGYP000139146441,unknown,5601
MGYP002611277988,unknown,5602
MGYP001144793951,unknown,5603
MGYP003147061640,unknown,5604
MGYP003656289514,unknown,5604
MGYP003406299372,unknown,5605
MGYP006254411845,unknown,5606
MGYP000066637759,unknown,5607
MGYP006374760119,unknown,5608
MGYP000590376920,unknown,5609
MGYP006142563287,unknown,5610
MGYP003334783811,unknown,5611
MGYP000859816912,unknown,5612
MGYP001258050071,unknown,5613
MGYP002713632242,unknown,5614
MGYP000120403903,unknown,5615
MGYP005786516593,unknown,5616
MGYP000937721820,unknown,5617
MGYP000013385075,unknown,5618
MGYP004675360521,unknown,5619
MGYP003494015010,unknown,5620
MGYP002092525612,unknown,5620
MGYP000593214548,unknown,5620
MGYP002653698156,unknown,5621
MGYP005722771919,unknown,5622
MGYP001189607464,unknown,5623
MGYP001311807405,unknown,5624
MGYP002570088853,unknown,5625
MGYP000316155622,unknown,269
MGYP005713063209,unknown,1556
MGYP001553851764,unknown,3945
MGYP000664831228,unknown,3945
MGYP000794998128,unknown,5626
MGYP003578980405,unknown,5627
MGYP000962359799,unknown,5628
MGYP003766148471,unknown,5629
MGYP001478963528,unknown,5630
MGYP001630484909,unknown,5631
MGYP006301921603,unknown,5632
MGYP001042527562,unknown,5633
MGYP005651623079,unknown,5634
MGYP006106938365,unknown,5634
MGYP001738381168,unknown,5635
MGYP001803567046,unknown,5636
MGYP001298021336,unknown,5637
MGYP001793273323,unknown,5638
MGYP000424197491,unknown,5639
MGYP000388689207,unknown,5640
MGYP001772580269,unknown,5641
MGYP000712222984,unknown,5642
MGYP003522003047,unknown,5643
MGYP003348868318,unknown,5644
MGYP001483347578,unknown,5645
MGYP001294520912,unknown,5646
MGYP001819754464,unknown,5647
MGYP000111988274,unknown,5648
MGYP003620210577,unknown,5649
MGYP000102437161,unknown,5650
MGYP005606525635,unknown,5651
MGYP000462069447,unknown,5652
MGYP001273541835,unknown,5653
MGYP001006066150,unknown,5654
MGYP001782423024,unknown,5655
MGYP005938303839,unknown,5656
MGYP000483635057,unknown,5657
MGYP001223324863,unknown,5658
MGYP001401802615,unknown,5658
MGYP000917583874,unknown,5659
MGYP000831094332,unknown,5660
MGYP004529084851,unknown,5661
MGYP000488406546,unknown,5662
MGYP001738151029,unknown,5663
MGYP005605696953,unknown,5664
MGYP000580200149,unknown,5665
MGYP002735416358,unknown,5666
MGYP001256618604,unknown,5667
MGYP006274876151,unknown,5668
MGYP000645705552,unknown,5669
MGYP000989177418,unknown,5670
MGYP002136442085,unknown,5671
MGYP001017959273,unknown,5672
MGYP002449802826,unknown,5673
MGYP002307895289,unknown,5674
MGYP002521727926,unknown,5675
MGYP002150279794,unknown,5676
MGYP002728102094,unknown,5677
MGYP003572814045,unknown,5678
MGYP002603750878,unknown,5679
MGYP006206245209,unknown,5680
MGYP006178115359,unknown,5681
MGYP000892441447,unknown,5682
MGYP003326900641,unknown,5683
MGYP000217452001,unknown,5684
MGYP001459138098,unknown,5685
MGYP000668639715,unknown,5686
MGYP001324439132,unknown,5687
MGYP006079945953,unknown,5688
MGYP001179831048,unknown,5689
MGYP002777070425,unknown,5690
MGYP004449027189,unknown,5691
MGYP003299424696,unknown,5692
MGYP001180963640,unknown,5693
MGYP005997359817,unknown,5693
MGYP001770418141,unknown,619
MGYP001055142074,unknown,5694
MGYP000790772563,unknown,5695
MGYP001322388786,unknown,5696
MGYP003345081964,unknown,5697
MGYP003450926170,unknown,5698
MGYP001174083052,unknown,5699
MGYP002561482543,unknown,1911
MGYP000142942293,unknown,5700
MGYP000895682112,unknown,5701
MGYP001024431925,unknown,5702
MGYP000528554313,unknown,5703
MGYP001235198664,unknown,5704
MGYP001369528738,unknown,5705
MGYP001308386172,unknown,5706
MGYP001478054943,unknown,5707
MGYP003575040278,unknown,5708
MGYP000941965812,unknown,5709
MGYP000375990066,unknown,5710
MGYP005782386869,unknown,5711
MGYP004528211025,unknown,5712
MGYP001617199290,unknown,5713
MGYP002282439914,unknown,5714
MGYP002526123300,unknown,5715
MGYP003487553266,unknown,5716
MGYP000901572770,unknown,5717
MGYP003672691036,unknown,5718
MGYP002760585658,unknown,5719
MGYP001511914110,unknown,5720
MGYP001457297871,unknown,5721
MGYP002074257887,unknown,5722
MGYP001431345292,unknown,5723
MGYP000965932755,unknown,5724
MGYP003647097268,unknown,5725
MGYP003579007041,unknown,5726
MGYP003678872203,unknown,5727
MGYP005902193593,unknown,5728
MGYP001627241761,unknown,5729
MGYP000846596043,unknown,5730
MGYP001167914284,unknown,5731
MGYP001166518934,unknown,5732
MGYP000579573606,unknown,5733
MGYP000872002167,unknown,5734
MGYP000013972000,unknown,5735
MGYP001970135670,unknown,5736
